tag,framework_aligned_H1_rmsd,framework_aligned_H2_rmsd,framework_aligned_H3_rmsd,framework_aligned_L1_rmsd,framework_aligned_L2_rmsd,framework_aligned_L3_rmsd,framework_aligned_antibody_rmsd,framework_aligned_cdr_rmsd,interaction_pae,pae,pred_lddt,target_aligned_antibody_rmsd,target_aligned_cdr_rmsd
design_0044,1.28,2.27,1.41,2.38,1.35,8.56,2.22,4.6,17.1,8.72,0.85,31.08,25.03
design_0045,1.08,2.59,1.3,2.55,1.11,8.05,2.17,4.38,17.58,9.09,0.84,15.22,12.15
design_0046,1.44,2.7,1.62,2.44,1.35,1.99,1.33,1.99,12.12,7.43,0.82,16.55,12.95
design_0047,0.82,2.16,1.41,2.46,0.93,7.32,1.96,3.98,14.0,7.94,0.83,13.99,10.58
design_0048,1.1,2.01,2.46,1.76,1.14,2.09,1.17,1.84,16.64,8.64,0.85,12.58,11.25
design_0049,1.11,1.85,2.39,1.68,1.0,1.4,1.16,1.65,15.71,8.4,0.83,13.96,7.39
design_0050,1.13,2.36,1.63,1.79,1.15,2.1,1.19,1.75,17.07,8.81,0.84,8.84,6.94
design_0051,1.04,1.89,1.59,1.57,1.24,2.86,1.12,1.8,15.97,8.39,0.84,9.32,6.15
design_0052,1.14,2.22,1.72,1.66,1.17,2.18,1.16,1.73,17.09,8.8,0.85,21.29,17.56
design_0053,1.2,2.32,1.95,1.71,1.2,2.12,1.2,1.8,17.02,8.87,0.84,11.82,10.91
design_0054,1.22,2.45,2.0,2.1,1.42,2.05,1.22,1.92,9.46,6.22,0.83,17.55,12.99
design_0055,1.1,1.87,4.4,2.06,0.99,2.78,1.36,2.52,17.21,8.66,0.86,18.87,14.28
design_0056,1.52,2.98,1.05,1.6,1.34,3.21,1.31,2.19,17.98,9.2,0.85,14.14,11.34
design_0057,1.5,3.18,1.26,1.88,1.28,2.08,1.35,1.99,17.37,8.93,0.85,6.99,5.18
design_0058,1.51,3.04,1.68,2.14,1.39,2.04,1.33,2.04,17.38,9.07,0.84,17.05,12.25
design_0059,1.55,3.03,1.41,1.93,1.25,2.02,1.32,1.96,17.5,9.07,0.84,14.58,10.8
design_0060,1.41,2.72,1.92,1.73,1.04,2.42,1.27,1.97,16.33,8.6,0.85,17.67,13.22
design_0061,1.5,2.86,1.99,1.81,1.19,5.45,1.61,3.01,15.89,8.0,0.86,16.88,12.93
design_0062,1.3,2.76,1.75,2.43,1.42,2.13,1.3,2.04,15.07,8.25,0.84,32.94,25.89
design_0063,1.39,3.13,1.21,1.92,1.45,2.16,1.36,2.0,16.61,8.75,0.84,3.96,3.41
design_0064,1.1,1.95,1.95,1.78,0.87,3.18,1.24,2.07,16.93,8.95,0.83,25.75,18.13
design_0065,1.27,2.16,2.48,1.91,0.69,2.77,1.3,2.13,15.51,8.43,0.83,25.68,16.67
design_0066,1.43,2.0,3.49,2.02,0.87,3.75,1.54,2.73,15.0,8.22,0.82,13.99,8.77
design_0067,1.34,2.14,4.5,1.75,0.59,2.62,1.54,2.79,16.49,8.75,0.84,29.91,21.89
design_0068,0.98,2.03,3.07,1.7,0.63,1.73,1.23,2.03,15.79,8.58,0.82,29.13,20.4
design_0069,1.14,1.98,2.21,1.88,0.62,2.91,1.24,2.06,11.14,6.99,0.82,15.58,11.25
design_0070,1.21,1.99,1.83,2.16,0.83,2.67,1.26,1.95,15.2,8.23,0.84,28.99,21.53
design_0071,1.22,1.83,1.78,1.74,0.64,2.64,1.15,1.84,15.68,8.5,0.83,28.76,19.87
design_0072,1.61,2.93,1.68,2.47,1.44,1.68,1.46,2.03,13.56,7.2,0.86,2.44,2.35
design_0073,2.42,3.32,2.42,2.78,1.56,1.65,1.68,2.44,15.56,7.88,0.87,31.75,24.64
design_0074,1.81,3.4,2.23,2.59,1.54,1.4,1.59,2.26,15.69,7.92,0.87,6.49,4.21
design_0075,1.88,3.01,1.97,2.6,1.36,1.43,1.51,2.12,16.42,8.17,0.87,17.37,10.77
design_0076,1.67,3.38,1.98,3.01,1.43,1.58,1.63,2.29,14.37,7.41,0.87,6.77,5.16
design_0077,1.98,3.2,2.03,2.66,1.61,1.42,1.6,2.23,16.03,8.02,0.87,14.19,11.23
design_0078,1.64,3.39,2.1,2.65,1.5,1.42,1.57,2.22,15.6,7.94,0.86,5.26,3.32
design_0079,1.89,3.14,2.08,2.98,1.58,1.52,1.64,2.29,15.24,7.82,0.86,5.46,3.66
design_0080,1.52,1.5,0.62,1.98,1.14,3.68,1.4,2.22,19.18,9.74,0.83,34.94,23.9
design_0081,1.33,1.22,1.14,1.6,1.32,4.46,1.42,2.52,9.92,6.6,0.82,12.18,9.29
design_0082,1.72,1.12,1.11,2.08,1.22,3.09,1.33,2.03,16.73,8.85,0.83,16.9,12.53
design_0083,1.54,1.68,1.18,1.97,1.2,3.92,1.44,2.38,19.42,9.76,0.84,29.86,17.0
design_0084,1.65,1.29,0.68,2.05,1.06,3.76,1.37,2.26,18.13,9.36,0.84,12.76,8.28
design_0085,1.61,1.46,0.59,2.18,1.08,3.47,1.38,2.16,18.2,9.38,0.84,25.58,18.97
design_0086,1.53,1.56,0.72,1.98,1.14,3.79,1.39,2.28,19.37,9.84,0.84,35.15,24.96
design_0087,1.72,1.69,1.1,1.97,1.34,4.09,1.51,2.47,17.82,9.24,0.84,28.25,20.97
design_0088,1.14,1.66,2.12,2.34,1.23,1.04,1.26,1.76,17.56,8.34,0.88,19.95,9.22
design_0089,1.2,1.77,1.82,2.68,1.25,1.29,1.35,1.78,16.81,8.06,0.88,14.88,10.77
design_0090,1.15,1.74,1.83,2.75,1.06,1.1,1.34,1.76,18.54,8.69,0.88,20.95,10.07
design_0091,1.14,1.67,1.23,1.86,1.15,0.97,1.1,1.37,18.78,8.54,0.89,20.13,16.07
design_0092,1.13,1.77,1.53,2.5,0.98,1.21,1.25,1.62,17.43,8.34,0.87,10.09,5.18
design_0093,1.07,1.65,1.25,1.92,1.1,0.99,1.1,1.37,17.37,8.19,0.88,20.25,13.02
design_0094,1.19,1.35,1.16,1.89,0.92,0.91,1.08,1.28,16.69,7.97,0.88,25.13,16.26
design_0095,1.34,1.88,2.37,2.81,1.53,1.34,1.46,2.05,19.88,9.23,0.88,29.09,14.19
design_0096,1.19,1.4,3.18,1.94,1.06,1.14,1.23,1.75,15.21,7.58,0.87,30.04,23.67
design_0097,1.05,1.24,3.24,1.97,0.97,0.97,1.17,1.71,14.42,7.27,0.87,17.31,14.0
design_0098,1.2,1.56,2.85,2.03,1.22,1.2,1.24,1.74,15.54,8.01,0.86,30.52,24.55
design_0099,1.2,1.38,3.22,2.13,1.19,1.1,1.25,1.81,17.57,8.53,0.87,34.23,22.99
design_0100,1.15,1.5,3.05,2.16,1.16,1.24,1.25,1.79,17.16,8.42,0.87,19.94,16.53
design_0101,1.15,1.44,3.3,2.06,1.22,1.22,1.27,1.83,17.13,8.29,0.88,35.03,23.67
design_0102,1.15,1.62,3.31,2.21,1.29,1.21,1.32,1.9,17.71,8.49,0.88,37.5,25.84
design_0103,1.29,1.31,3.26,2.13,1.28,1.11,1.25,1.83,17.2,8.37,0.88,28.52,22.8
design_0104,0.97,2.19,1.95,2.51,1.15,3.36,1.42,2.27,18.91,9.52,0.85,29.1,23.45
design_0105,1.13,2.72,3.17,2.86,1.04,3.79,1.69,2.81,11.16,6.7,0.84,18.16,9.8
design_0106,0.95,2.31,2.09,2.39,0.99,3.38,1.42,2.29,19.09,9.53,0.85,33.52,26.02
design_0107,0.97,2.3,1.98,2.65,1.19,3.13,1.43,2.25,17.65,8.87,0.85,25.62,22.2
design_0108,0.99,2.65,2.47,2.71,1.05,3.42,1.58,2.49,17.74,9.29,0.82,21.32,15.83
design_0109,0.96,2.24,1.71,2.43,1.14,2.88,1.35,2.07,17.54,8.85,0.85,5.43,6.36
design_0110,1.05,2.68,3.44,2.61,1.19,3.24,1.63,2.7,13.57,7.64,0.83,17.63,9.35
design_0111,0.93,2.34,1.47,2.69,1.25,2.3,1.37,1.93,17.45,8.79,0.85,19.69,15.84
design_0112,1.11,1.9,2.39,1.83,1.3,2.62,1.27,1.99,18.1,9.06,0.85,21.6,16.36
design_0113,1.16,1.88,2.69,1.81,1.22,1.68,1.27,1.92,21.25,10.19,0.84,36.08,22.3
design_0114,1.27,1.94,1.89,1.79,1.25,2.59,1.25,1.86,14.81,8.03,0.83,7.65,5.29
design_0115,1.18,1.84,2.5,1.85,1.26,2.59,1.29,2.02,17.33,8.78,0.85,11.62,7.95
design_0116,1.1,2.0,1.5,1.86,1.36,2.3,1.17,1.72,14.55,7.93,0.84,6.78,5.23
design_0117,1.19,1.68,2.07,1.78,1.15,2.98,1.22,1.94,18.96,9.31,0.85,28.59,23.15
design_0118,1.21,1.95,2.09,1.95,1.2,1.8,1.25,1.78,15.43,8.21,0.83,24.61,18.22
design_0119,1.24,1.5,3.4,2.04,1.15,2.95,1.39,2.38,18.17,9.02,0.86,32.44,22.96
design_0120,1.02,1.19,2.34,2.13,1.04,1.89,1.21,1.73,16.03,8.41,0.84,13.71,11.45
design_0121,1.05,1.17,2.05,2.32,0.99,5.63,1.6,3.07,17.48,9.08,0.84,6.81,8.18
design_0122,0.82,1.71,0.55,2.07,1.09,5.9,1.62,3.08,18.47,9.32,0.85,29.4,23.08
design_0123,0.58,1.28,0.46,2.11,0.97,5.97,1.61,3.08,17.84,9.07,0.85,18.23,15.4
design_0124,0.88,1.47,2.06,2.12,1.01,5.53,1.6,3.02,18.09,9.23,0.84,15.28,12.62
design_0125,0.71,1.88,1.6,1.94,0.98,5.24,1.51,2.85,16.98,8.83,0.84,16.26,13.06
design_0126,1.05,1.56,2.36,2.07,1.13,1.91,1.24,1.77,17.7,9.05,0.85,26.4,20.06
design_0127,0.69,1.56,1.2,2.18,1.17,1.82,1.16,1.54,16.07,8.58,0.83,13.21,8.64
design_0128,1.34,3.08,4.01,2.62,1.27,4.05,1.72,3.16,16.84,8.74,0.84,30.29,23.86
design_0129,1.48,3.16,2.65,3.11,0.87,2.6,1.53,2.49,15.43,8.51,0.83,29.88,22.17
design_0130,1.85,3.52,2.33,3.41,1.13,2.95,1.69,2.69,16.41,8.73,0.83,17.55,11.89
design_0131,1.57,3.28,2.39,2.97,1.03,3.18,1.59,2.62,18.1,9.3,0.84,15.22,10.87
design_0132,1.48,2.89,2.33,2.85,1.17,3.08,1.53,2.5,15.57,8.47,0.84,15.17,11.46
design_0133,1.34,3.06,2.23,2.59,0.71,2.86,1.41,2.36,14.17,8.18,0.82,17.81,13.7
design_0134,1.34,3.01,2.01,2.41,0.72,6.17,1.87,3.59,17.65,9.35,0.83,14.68,10.05
design_0135,1.43,3.28,1.95,2.83,0.93,2.89,1.5,2.42,12.45,7.32,0.83,7.62,6.49
design_0136,0.92,2.75,0.85,2.11,0.71,3.37,1.29,2.22,16.76,8.5,0.86,33.2,27.18
design_0137,0.99,2.89,1.0,1.98,0.7,2.4,1.16,1.91,16.49,8.62,0.84,16.51,14.02
design_0138,0.96,3.04,0.97,2.31,0.78,2.69,1.26,2.1,16.81,8.76,0.85,30.07,23.58
design_0139,0.94,2.88,1.03,2.26,0.75,2.25,1.23,1.92,16.88,8.79,0.84,34.56,27.37
design_0140,1.09,3.14,0.92,2.6,0.84,2.94,1.39,2.26,17.44,8.67,0.86,36.09,27.15
design_0141,1.03,3.01,0.91,2.47,1.16,2.28,1.28,2.03,15.76,8.29,0.84,31.84,24.88
design_0142,0.88,2.73,0.93,2.24,1.01,2.18,1.19,1.87,15.03,7.84,0.85,15.91,13.11
design_0143,0.95,3.08,1.05,2.09,0.72,2.91,1.29,2.14,18.31,9.29,0.85,32.25,24.01
design_0144,0.95,2.22,1.51,2.34,0.98,0.86,1.11,1.6,16.19,8.37,0.85,8.06,6.62
design_0145,0.96,2.31,1.54,2.02,1.39,0.9,1.14,1.6,15.77,8.08,0.86,22.03,15.02
design_0146,0.91,2.08,2.94,1.87,0.8,0.86,1.13,1.79,16.53,8.62,0.85,8.89,7.18
design_0147,1.01,2.38,2.39,1.96,1.21,0.95,1.18,1.77,16.67,8.39,0.86,12.24,11.69
design_0148,0.88,1.99,3.46,2.04,0.73,0.81,1.17,1.96,16.08,8.43,0.84,12.16,10.34
design_0149,1.29,2.38,1.75,2.25,1.2,0.93,1.24,1.73,16.68,8.42,0.86,16.54,10.26
design_0150,0.83,1.96,2.1,2.31,0.9,0.81,1.07,1.64,15.45,8.16,0.85,5.8,5.99
design_0151,0.82,2.01,1.46,1.91,1.03,0.95,1.06,1.44,15.16,7.93,0.86,4.22,5.49
design_0152,1.29,1.88,1.39,2.25,1.39,3.83,1.46,2.39,13.98,8.05,0.82,19.4,15.41
design_0153,1.27,1.87,1.35,2.25,1.27,2.79,1.3,1.97,18.61,9.69,0.83,20.87,16.84
design_0154,1.25,2.07,1.84,2.5,0.94,3.03,1.43,2.19,18.4,9.74,0.82,27.07,19.88
design_0155,1.49,2.18,1.53,2.48,1.15,3.19,1.47,2.23,18.03,9.41,0.83,13.15,9.39
design_0156,1.42,2.13,1.77,2.52,1.23,3.6,1.54,2.42,17.32,9.26,0.82,24.25,17.88
design_0157,1.3,2.33,1.64,2.49,1.15,4.13,1.58,2.6,16.41,8.96,0.82,20.95,15.15
design_0158,1.0,1.46,0.96,1.91,0.77,4.06,1.33,2.3,16.74,8.92,0.83,18.46,13.67
design_0159,1.42,2.19,1.57,2.56,1.04,2.98,1.42,2.16,17.04,9.08,0.82,27.26,22.27
design_0160,1.45,2.39,1.78,2.68,0.85,2.39,1.37,2.06,17.18,9.0,0.84,17.49,10.3
design_0161,1.69,2.73,1.63,2.67,0.92,2.06,1.37,2.03,14.17,8.12,0.82,13.11,9.96
design_0162,1.23,2.26,1.22,2.33,0.88,3.11,1.29,2.1,17.53,9.38,0.83,5.85,6.48
design_0163,1.48,2.51,1.45,2.64,0.92,2.04,1.34,1.93,19.27,9.82,0.83,26.51,19.24
design_0164,1.34,2.43,1.49,2.31,0.86,2.48,1.26,1.96,14.98,8.52,0.82,10.19,7.89
design_0165,0.83,2.04,1.17,2.14,0.82,3.4,1.23,2.11,17.18,9.41,0.82,15.1,11.39
design_0166,1.31,2.22,1.55,2.42,0.8,1.8,1.23,1.77,16.1,8.97,0.82,12.1,8.4
design_0167,1.34,2.49,1.57,2.79,1.08,2.13,1.36,1.99,16.02,8.75,0.82,13.66,9.61
design_0168,1.34,2.77,2.2,2.09,1.38,2.59,1.36,2.2,17.77,9.6,0.81,23.01,17.69
design_0169,1.22,2.5,2.76,2.3,1.25,6.31,1.91,3.8,16.97,9.13,0.82,9.28,8.95
design_0170,1.17,1.65,3.11,2.19,1.19,6.93,2.05,4.06,18.44,9.63,0.83,28.35,21.27
design_0171,1.04,1.16,2.12,1.87,1.0,5.35,1.61,3.13,17.78,9.46,0.83,7.09,8.43
design_0172,1.61,2.57,2.41,2.63,1.02,4.39,1.69,2.96,12.04,7.09,0.83,28.81,21.91
design_0173,1.5,1.95,2.33,2.39,0.81,3.2,1.45,2.35,17.94,9.27,0.84,10.06,7.22
design_0174,1.26,2.2,3.32,1.85,1.05,6.06,1.85,3.69,18.02,9.49,0.83,5.72,6.47
design_0175,1.12,1.9,2.16,2.02,0.81,3.06,1.3,2.17,18.56,9.67,0.83,15.16,12.39
design_0176,0.79,1.54,0.64,1.33,0.89,2.27,0.93,1.34,16.99,8.59,0.85,23.73,17.66
design_0177,0.84,1.04,0.33,1.5,0.85,2.37,0.9,1.31,15.13,7.95,0.85,15.79,12.27
design_0178,0.89,0.96,0.79,1.35,0.8,1.81,0.9,1.16,16.03,8.35,0.84,13.72,9.83
design_0179,0.8,0.84,0.58,1.34,0.76,2.68,0.89,1.36,15.62,8.02,0.86,18.97,14.2
design_0180,0.84,0.93,0.46,1.39,0.74,2.24,0.87,1.23,16.77,8.47,0.85,25.8,18.48
design_0181,0.84,1.08,0.35,1.36,0.97,2.32,0.93,1.28,17.04,8.55,0.86,16.95,14.76
design_0182,0.53,1.47,0.33,1.28,0.64,2.18,0.85,1.23,16.66,8.52,0.85,19.75,12.79
design_0183,1.03,1.42,0.48,1.67,0.91,1.78,1.06,1.27,16.73,8.57,0.85,16.18,10.43
design_0184,0.73,1.18,1.27,1.53,0.81,5.3,1.4,2.68,17.99,9.19,0.84,28.94,24.39
design_0185,1.08,1.22,1.5,1.5,0.91,5.22,1.38,2.69,15.44,8.34,0.83,7.43,6.92
design_0186,1.27,1.41,1.51,1.69,1.07,2.22,1.12,1.62,17.65,9.12,0.84,15.66,12.94
design_0187,1.1,1.22,1.01,1.6,0.92,2.7,1.08,1.65,17.07,9.03,0.83,15.59,8.04
design_0188,1.04,1.31,1.15,1.61,0.91,4.48,1.25,2.37,16.5,8.75,0.83,27.34,19.65
design_0189,1.04,1.25,1.68,1.57,0.82,5.08,1.36,2.65,16.63,8.77,0.84,16.39,12.31
design_0190,0.62,1.1,1.31,1.57,0.87,4.52,1.24,2.35,15.59,8.4,0.84,12.05,9.72
design_0191,1.08,1.28,1.41,1.61,1.05,5.53,1.45,2.83,17.91,9.15,0.84,7.27,8.2
design_0192,1.59,2.62,1.13,3.08,1.31,1.51,1.38,1.96,16.87,8.24,0.87,30.26,21.51
design_0193,1.21,2.53,1.25,2.73,1.14,1.42,1.28,1.8,15.84,7.87,0.87,36.22,27.56
design_0194,1.22,2.53,1.69,2.54,1.44,1.23,1.26,1.85,18.08,8.83,0.86,34.2,26.39
design_0195,1.45,2.7,1.38,2.87,1.42,1.9,1.38,2.0,17.77,8.53,0.87,27.77,20.68
design_0196,1.34,2.69,1.01,3.13,1.26,1.37,1.36,1.93,16.65,8.24,0.87,32.18,21.18
design_0197,1.31,2.39,1.19,2.6,1.25,1.48,1.24,1.76,17.47,8.59,0.87,30.06,22.51
design_0198,1.42,2.71,1.31,2.62,1.38,1.52,1.35,1.88,16.82,8.34,0.86,34.71,26.02
design_0199,1.52,2.67,1.32,2.74,1.44,1.51,1.35,1.92,17.64,8.63,0.87,39.58,30.14
design_0200,1.23,1.54,0.72,1.65,1.21,0.84,1.1,1.23,16.16,7.76,0.89,31.7,25.65
design_0201,1.47,1.72,1.97,1.97,1.01,1.09,1.29,1.64,16.87,8.16,0.88,31.44,24.48
design_0202,1.08,1.57,0.68,1.64,0.81,0.89,1.09,1.16,15.61,7.67,0.88,29.76,23.79
design_0203,1.05,1.49,0.93,1.67,0.89,0.96,1.1,1.2,15.1,7.63,0.87,29.5,23.12
design_0204,1.19,1.62,0.68,1.7,0.96,0.89,1.12,1.22,16.31,7.91,0.88,29.59,23.15
design_0205,1.15,1.5,1.38,1.8,0.88,0.95,1.18,1.34,17.1,8.16,0.88,33.26,25.45
design_0206,1.14,1.59,0.67,1.67,0.96,0.86,1.1,1.19,14.84,7.34,0.88,30.97,23.93
design_0207,1.53,1.84,1.83,2.2,1.12,1.16,1.33,1.7,17.04,8.23,0.88,33.16,22.18
design_0208,1.32,2.14,1.47,1.57,1.01,4.29,1.36,2.41,17.52,9.22,0.83,34.54,25.13
design_0209,1.21,2.21,0.65,1.56,1.37,5.1,1.45,2.69,17.49,9.17,0.83,30.41,23.4
design_0210,1.1,2.19,1.25,1.54,1.01,2.26,1.18,1.67,16.52,8.85,0.83,11.0,7.09
design_0211,1.28,2.43,1.14,1.65,1.04,4.79,1.43,2.62,16.5,8.76,0.84,30.48,23.98
design_0212,1.15,2.44,1.26,1.62,1.03,4.9,1.47,2.66,17.99,9.21,0.85,30.57,23.3
design_0213,1.26,2.04,4.48,1.5,0.89,1.71,1.32,2.31,14.87,8.25,0.83,31.08,23.65
design_0214,1.17,2.5,1.77,1.62,0.95,5.01,1.52,2.76,17.29,8.99,0.84,25.42,19.49
design_0215,1.3,2.27,0.72,1.64,1.05,4.79,1.43,2.58,17.4,9.16,0.83,36.31,26.81
design_0216,0.56,1.16,1.92,2.39,1.07,0.99,1.12,1.52,16.56,8.05,0.88,12.24,11.63
design_0217,0.66,1.19,2.32,2.09,0.88,1.07,1.1,1.54,16.69,8.29,0.87,9.66,8.83
design_0218,1.19,0.85,2.39,2.33,0.92,1.18,1.16,1.66,16.26,7.99,0.88,20.07,19.04
design_0219,0.81,0.93,3.33,2.11,0.79,1.04,1.19,1.83,17.48,8.47,0.88,31.05,23.08
design_0220,0.54,1.37,1.27,2.42,0.82,1.18,1.06,1.42,16.03,7.86,0.88,10.13,9.35
design_0221,0.75,0.89,1.8,2.2,0.95,0.99,1.06,1.41,17.38,8.55,0.87,12.8,10.91
design_0222,0.51,1.32,1.45,2.5,1.41,1.03,1.14,1.52,16.89,8.31,0.87,21.25,17.52
design_0223,0.53,1.25,0.94,1.93,0.73,1.02,0.96,1.17,16.56,8.03,0.88,14.84,14.04
design_0224,1.14,2.12,1.21,2.21,0.85,8.62,2.21,4.58,17.7,9.05,0.85,16.56,13.22
design_0225,1.05,2.1,0.84,2.32,1.24,8.64,2.24,4.59,16.48,8.79,0.83,5.62,6.62
design_0226,1.16,1.7,0.96,2.15,0.89,8.41,2.15,4.44,17.08,9.04,0.83,8.07,7.23
design_0227,1.24,1.95,1.18,2.09,0.79,8.3,2.13,4.41,17.74,9.11,0.84,13.25,10.26
design_0228,0.95,2.08,1.76,2.5,1.03,4.15,1.51,2.6,16.81,9.14,0.82,30.58,23.5
design_0229,1.29,1.53,1.8,2.48,0.96,4.48,1.51,2.7,17.63,9.39,0.83,30.13,23.68
design_0230,1.21,1.81,1.03,2.29,0.89,8.79,2.26,4.64,18.05,9.25,0.84,19.19,15.77
design_0231,1.19,1.74,3.71,2.15,0.8,3.19,1.39,2.45,17.64,9.35,0.83,29.88,23.36
design_0232,1.42,2.55,3.66,2.49,1.0,0.97,1.31,2.23,17.49,8.87,0.86,32.56,25.6
design_0233,1.52,2.56,3.19,2.72,1.33,1.02,1.32,2.21,16.95,8.75,0.85,15.01,12.67
design_0234,1.44,2.62,1.06,2.56,1.07,0.98,1.22,1.78,17.34,8.83,0.86,33.93,27.46
design_0235,1.94,2.95,1.14,2.7,1.48,1.16,1.36,2.04,14.94,8.03,0.85,5.2,4.58
design_0236,1.57,2.88,1.02,2.88,1.0,1.04,1.29,1.94,16.4,8.48,0.85,32.51,25.87
design_0237,1.73,3.53,1.49,2.74,1.62,1.06,1.46,2.2,12.74,7.22,0.84,15.61,11.66
design_0238,1.51,2.62,2.72,2.62,1.18,1.06,1.31,2.08,14.6,7.91,0.85,8.12,5.25
