tag,framework_aligned_H1_rmsd,framework_aligned_H2_rmsd,framework_aligned_H3_rmsd,framework_aligned_L1_rmsd,framework_aligned_L2_rmsd,framework_aligned_L3_rmsd,framework_aligned_antibody_rmsd,framework_aligned_cdr_rmsd,interaction_pae,pae,pred_lddt,target_aligned_antibody_rmsd,target_aligned_cdr_rmsd
design_0025,0.78,1.01,3.22,nan,nan,nan,0.95,2.04,17.24,7.57,0.92,12.84,11.42
design_0026,0.73,0.61,3.44,nan,nan,nan,1.01,2.1,17.07,7.52,0.92,18.13,19.4
design_0027,0.56,0.27,1.28,nan,nan,nan,0.52,0.84,17.31,7.59,0.92,12.01,14.25
design_0028,0.62,0.33,1.56,nan,nan,nan,0.58,1.01,17.14,7.55,0.92,19.11,20.94
design_0029,0.5,0.62,1.24,nan,nan,nan,0.47,0.86,17.53,7.7,0.92,7.22,8.42
design_0030,0.83,0.84,3.32,nan,nan,nan,0.97,2.08,17.54,7.7,0.92,8.39,7.03
design_0031,0.46,0.33,0.86,nan,nan,nan,0.44,0.6,17.63,7.72,0.92,9.79,11.05
design_0032,0.66,0.48,0.74,nan,nan,nan,0.5,0.66,16.77,7.48,0.92,17.95,17.03
design_0033,0.47,0.72,0.8,nan,nan,nan,0.51,0.7,17.01,7.57,0.92,24.02,18.34
design_0034,0.5,0.53,1.02,nan,nan,nan,0.53,0.78,16.85,7.52,0.92,19.47,17.31
design_0035,0.56,0.81,1.03,nan,nan,nan,0.53,0.86,18.17,8.09,0.92,16.2,12.76
design_0036,0.59,0.53,0.95,nan,nan,nan,0.51,0.77,17.18,7.65,0.92,18.12,15.34
design_0037,0.53,0.53,1.05,nan,nan,nan,0.53,0.81,16.68,7.46,0.91,18.0,16.35
design_0038,0.61,0.8,0.81,nan,nan,nan,0.49,0.75,17.6,7.83,0.92,13.12,9.94
design_0039,0.7,0.69,0.74,nan,nan,nan,0.48,0.72,15.9,7.14,0.91,24.5,17.47
design_0040,0.57,0.49,1.15,nan,nan,nan,0.54,0.84,15.62,6.96,0.92,15.99,12.05
design_0041,0.46,0.48,1.94,nan,nan,nan,0.67,1.29,18.77,8.26,0.92,13.58,10.0
design_0042,0.88,0.33,1.11,nan,nan,nan,0.55,0.88,15.31,6.85,0.91,19.26,14.68
design_0043,0.76,0.32,1.06,nan,nan,nan,0.53,0.82,14.05,6.31,0.92,16.58,14.28
design_0044,0.84,0.37,1.48,nan,nan,nan,0.6,1.07,16.98,7.54,0.91,18.95,13.65
design_0045,0.75,0.57,1.18,nan,nan,nan,0.55,0.92,15.89,7.07,0.92,16.25,14.04
design_0046,0.77,0.24,0.99,nan,nan,nan,0.52,0.78,14.61,6.54,0.92,16.92,14.11
design_0047,1.02,0.3,1.26,nan,nan,nan,0.58,1.0,15.69,6.99,0.92,18.62,14.26
design_0048,1.36,0.51,0.68,nan,nan,nan,0.53,0.95,18.16,7.93,0.92,22.64,16.18
design_0049,1.05,0.43,1.27,nan,nan,nan,0.55,0.99,17.61,7.7,0.92,15.42,12.5
design_0050,1.07,0.65,0.98,nan,nan,nan,0.53,0.93,17.31,7.57,0.92,14.66,14.95
design_0051,2.72,0.96,1.87,nan,nan,nan,0.91,2.03,17.61,7.75,0.91,17.39,15.62
design_0052,0.83,0.42,0.79,nan,nan,nan,0.45,0.71,18.22,7.95,0.92,21.49,17.86
design_0053,0.5,0.44,0.77,nan,nan,nan,0.41,0.58,17.63,7.72,0.92,14.84,10.17
design_0054,0.89,0.55,1.14,nan,nan,nan,0.53,0.9,17.37,7.61,0.92,15.4,15.24
design_0055,1.27,0.55,1.01,nan,nan,nan,0.55,1.01,17.5,7.64,0.92,19.85,12.32
design_0056,0.53,0.56,1.12,nan,nan,nan,0.5,0.81,18.33,8.07,0.92,28.36,15.81
design_0057,0.78,0.56,1.62,nan,nan,nan,0.6,1.14,18.89,8.31,0.91,23.94,16.0
design_0058,0.92,1.0,1.3,nan,nan,nan,0.62,1.1,17.07,7.54,0.92,10.62,10.75
design_0059,0.48,0.51,1.34,nan,nan,nan,0.53,0.91,18.82,8.27,0.92,31.02,18.42
design_0060,0.82,0.64,1.2,nan,nan,nan,0.55,0.94,17.16,7.58,0.91,27.28,14.13
design_0061,0.56,0.74,1.18,nan,nan,nan,0.53,0.89,18.45,8.09,0.92,29.93,19.8
design_0062,0.92,0.78,1.28,nan,nan,nan,0.58,1.04,18.91,8.31,0.92,26.11,21.88
design_0063,0.55,0.63,1.41,nan,nan,nan,0.56,0.98,18.65,8.2,0.91,19.3,11.83
design_0064,0.75,0.83,1.19,nan,nan,nan,0.58,0.99,17.18,7.65,0.92,22.06,20.03
design_0065,0.6,0.77,1.0,nan,nan,nan,0.54,0.84,18.04,8.01,0.92,21.06,18.99
design_0066,0.65,0.72,1.17,nan,nan,nan,0.56,0.94,17.1,7.62,0.92,17.22,16.22
design_0067,0.59,0.74,0.94,nan,nan,nan,0.52,0.8,18.01,7.98,0.92,22.08,19.0
design_0068,0.61,0.6,1.08,nan,nan,nan,0.55,0.86,16.08,7.2,0.92,23.85,18.46
design_0069,0.61,0.81,1.17,nan,nan,nan,0.56,0.95,17.74,7.88,0.92,20.78,18.23
design_0070,0.7,0.67,1.32,nan,nan,nan,0.6,1.03,16.53,7.37,0.92,22.42,21.12
design_0071,0.7,0.58,1.04,nan,nan,nan,0.54,0.85,18.01,8.0,0.92,21.17,19.46
design_0072,0.56,0.64,5.36,nan,nan,nan,1.4,3.21,15.27,6.81,0.91,26.68,17.92
design_0073,0.65,0.71,0.92,nan,nan,nan,0.51,0.77,16.51,7.26,0.92,28.53,16.87
design_0074,0.65,0.62,0.91,nan,nan,nan,0.51,0.74,16.72,7.35,0.92,31.68,19.08
design_0075,0.62,0.79,1.0,nan,nan,nan,0.52,0.82,17.16,7.52,0.92,31.97,18.85
design_0076,0.59,0.75,0.89,nan,nan,nan,0.51,0.75,17.54,7.68,0.92,32.06,18.0
design_0077,0.5,0.38,1.19,nan,nan,nan,0.56,0.79,15.99,7.06,0.92,29.8,21.03
design_0078,0.61,0.65,0.95,nan,nan,nan,0.52,0.75,16.83,7.39,0.92,29.77,18.4
design_0079,0.54,0.67,1.01,nan,nan,nan,0.54,0.77,17.04,7.49,0.92,28.37,19.19
design_0080,0.85,0.62,0.9,nan,nan,nan,0.5,0.81,17.45,7.65,0.92,7.9,5.7
design_0081,1.81,0.84,1.64,nan,nan,nan,0.76,1.52,17.17,7.57,0.92,20.98,18.87
design_0082,0.93,0.64,0.98,nan,nan,nan,0.51,0.88,17.8,7.8,0.92,10.48,11.25
design_0083,0.72,0.58,0.92,nan,nan,nan,0.49,0.76,16.98,7.45,0.92,20.87,20.4
design_0084,0.55,0.67,0.98,nan,nan,nan,0.48,0.76,17.18,7.53,0.93,20.56,22.67
design_0085,1.7,0.81,1.78,nan,nan,nan,0.76,1.52,17.63,7.74,0.92,20.46,24.73
design_0086,0.7,0.82,1.43,nan,nan,nan,0.54,1.04,19.1,8.35,0.92,12.98,10.15
design_0087,1.05,0.87,0.98,nan,nan,nan,0.53,0.98,17.99,7.9,0.92,12.46,10.16
design_0088,0.64,0.71,1.31,nan,nan,nan,0.53,0.9,18.45,8.03,0.92,18.41,13.64
design_0089,0.59,0.61,1.34,nan,nan,nan,0.54,0.87,18.81,8.18,0.92,21.52,15.58
design_0090,0.49,0.59,1.08,nan,nan,nan,0.48,0.73,18.72,8.13,0.92,9.76,12.75
design_0091,0.61,0.73,1.26,nan,nan,nan,0.53,0.87,18.26,7.95,0.92,13.98,19.88
design_0092,0.56,0.71,1.35,nan,nan,nan,0.55,0.89,18.04,7.86,0.92,24.37,27.48
design_0093,0.51,0.7,1.2,nan,nan,nan,0.52,0.82,17.75,7.73,0.92,12.95,14.5
design_0094,0.64,0.7,1.32,nan,nan,nan,0.53,0.9,18.52,8.05,0.92,10.09,12.4
design_0095,0.7,0.83,1.16,nan,nan,nan,0.5,0.89,18.35,7.98,0.92,13.43,10.07
design_0096,0.78,0.49,1.42,nan,nan,nan,0.58,0.97,16.86,7.4,0.92,14.99,17.4
design_0097,1.71,0.42,1.7,nan,nan,nan,0.73,1.43,16.73,7.37,0.91,15.07,17.0
design_0098,0.88,0.51,1.32,nan,nan,nan,0.59,0.96,16.98,7.47,0.91,16.01,18.24
design_0099,1.36,0.41,1.67,nan,nan,nan,0.68,1.27,18.17,7.99,0.91,14.69,16.66
design_0100,1.54,0.48,1.69,nan,nan,nan,0.73,1.36,17.43,7.65,0.92,16.92,15.63
design_0101,1.26,0.47,1.72,nan,nan,nan,0.67,1.26,17.59,7.75,0.91,15.93,14.56
design_0102,0.74,0.38,1.01,nan,nan,nan,0.51,0.76,17.3,7.58,0.92,20.3,14.82
design_0103,1.53,0.45,1.36,nan,nan,nan,0.67,1.23,17.13,7.52,0.92,15.57,16.57
design_0104,0.55,0.88,1.78,nan,nan,nan,0.71,1.31,17.43,7.81,0.91,22.41,17.61
design_0105,0.51,0.74,1.92,nan,nan,nan,0.73,1.38,19.41,8.69,0.9,12.68,11.57
design_0106,1.12,0.71,4.05,nan,nan,nan,1.34,2.83,19.71,8.81,0.9,11.85,7.47
design_0107,0.57,0.89,2.44,nan,nan,nan,0.87,1.74,17.82,7.95,0.91,17.4,15.31
design_0108,0.79,0.93,2.43,nan,nan,nan,0.88,1.76,16.23,7.29,0.91,19.1,16.01
design_0109,0.62,0.86,5.63,nan,nan,nan,1.77,3.85,18.88,8.44,0.9,15.61,8.33
design_0110,0.62,0.81,1.79,nan,nan,nan,0.71,1.32,18.05,8.04,0.91,11.6,9.75
design_0111,0.67,0.85,0.9,nan,nan,nan,0.52,0.82,19.02,8.47,0.9,5.98,3.88
design_0112,0.57,0.49,1.17,nan,nan,nan,0.52,0.84,17.3,7.71,0.9,10.18,7.25
design_0113,0.96,0.56,2.87,nan,nan,nan,0.9,1.88,14.18,6.41,0.9,22.44,18.94
design_0114,0.79,0.62,2.44,nan,nan,nan,0.82,1.61,14.73,6.66,0.9,20.56,17.31
design_0115,0.6,0.66,3.23,nan,nan,nan,0.96,2.05,16.61,7.45,0.89,20.92,18.9
design_0116,0.79,0.49,2.06,nan,nan,nan,0.71,1.38,14.65,6.61,0.9,23.55,18.81
design_0117,0.89,0.55,1.7,nan,nan,nan,0.67,1.2,17.47,7.75,0.91,22.46,17.19
design_0118,0.77,0.58,1.5,nan,nan,nan,0.6,1.07,17.85,7.93,0.9,9.9,12.16
design_0119,0.55,0.47,1.01,nan,nan,nan,0.5,0.74,12.4,5.7,0.9,23.65,17.76
design_0120,0.54,1.39,0.65,nan,nan,nan,0.51,0.92,18.5,8.04,0.92,20.74,10.87
design_0121,0.86,0.82,1.07,nan,nan,nan,0.51,0.92,17.82,7.79,0.92,15.31,13.6
design_0122,0.71,0.97,0.84,nan,nan,nan,0.49,0.84,17.49,7.64,0.92,7.62,6.62
design_0123,0.53,1.14,1.1,nan,nan,nan,0.52,0.95,18.01,7.88,0.92,12.43,11.54
design_0124,0.94,0.96,0.46,nan,nan,nan,0.51,0.83,18.33,8.0,0.92,14.45,10.79
design_0125,0.9,1.11,0.74,nan,nan,nan,0.54,0.93,17.36,7.58,0.92,20.69,17.26
design_0126,0.66,0.95,0.74,nan,nan,nan,0.49,0.79,18.44,8.03,0.92,23.25,15.99
design_0127,0.72,1.21,0.61,nan,nan,nan,0.54,0.88,17.39,7.6,0.92,7.6,4.59
design_0128,1.44,0.74,1.1,nan,nan,nan,0.61,1.15,17.57,7.7,0.92,18.59,14.74
design_0129,0.65,0.6,1.35,nan,nan,nan,0.53,0.92,17.41,7.63,0.92,24.22,19.93
design_0130,0.76,0.57,1.31,nan,nan,nan,0.54,0.93,17.18,7.55,0.92,22.68,17.85
design_0131,1.18,0.73,1.43,nan,nan,nan,0.6,1.15,17.87,7.83,0.91,26.6,19.91
design_0132,1.32,0.72,1.66,nan,nan,nan,0.67,1.29,16.47,7.28,0.91,24.35,19.09
design_0133,1.39,0.72,1.41,nan,nan,nan,0.66,1.23,16.86,7.42,0.91,24.72,19.52
design_0134,0.8,0.58,1.56,nan,nan,nan,0.57,1.05,17.47,7.66,0.92,25.58,19.49
design_0135,1.1,0.49,1.65,nan,nan,nan,0.62,1.17,17.73,7.78,0.91,27.07,19.81
design_0136,0.87,0.51,0.87,nan,nan,nan,0.5,0.78,16.83,7.37,0.92,20.37,14.65
design_0137,1.24,0.78,0.57,nan,nan,nan,0.59,0.93,16.17,7.12,0.91,11.31,11.68
design_0138,1.0,0.64,0.32,nan,nan,nan,0.55,0.73,16.89,7.4,0.92,11.37,12.31
design_0139,0.94,0.49,0.86,nan,nan,nan,0.54,0.79,16.82,7.37,0.92,15.94,14.6
design_0140,1.14,1.03,0.4,nan,nan,nan,0.57,0.93,17.15,7.51,0.92,12.41,14.24
design_0141,0.92,0.72,1.0,nan,nan,nan,0.55,0.89,17.16,7.5,0.92,16.2,14.23
design_0142,0.83,0.39,0.91,nan,nan,nan,0.47,0.75,17.89,7.83,0.92,15.07,12.93
design_0143,1.0,0.79,1.22,nan,nan,nan,0.58,1.02,17.93,7.85,0.92,15.64,14.54
design_0144,0.69,0.3,5.75,nan,nan,nan,1.86,4.0,17.8,7.98,0.91,12.96,13.39
design_0145,0.73,0.32,5.56,nan,nan,nan,1.81,3.87,18.15,8.14,0.91,9.24,6.8
design_0146,0.79,0.42,5.51,nan,nan,nan,1.79,3.85,18.35,8.26,0.9,13.15,7.19
design_0147,0.61,0.43,6.01,nan,nan,nan,1.95,4.18,14.87,6.78,0.9,22.15,9.95
design_0148,0.68,0.51,5.99,nan,nan,nan,1.94,4.18,16.6,7.5,0.91,18.97,8.38
design_0149,0.69,0.34,1.56,nan,nan,nan,0.65,1.16,9.71,4.61,0.9,2.34,2.11
design_0150,0.63,0.4,6.06,nan,nan,nan,1.96,4.22,16.4,7.41,0.91,22.89,10.94
design_0151,0.7,0.42,5.44,nan,nan,nan,1.77,3.8,17.89,8.06,0.9,7.47,4.86
design_0152,1.58,0.42,3.91,nan,nan,nan,0.99,2.3,17.58,7.69,0.91,16.14,16.82
design_0153,1.41,0.47,3.89,nan,nan,nan,1.0,2.25,16.58,7.26,0.91,22.49,20.92
design_0154,1.43,0.36,4.02,nan,nan,nan,1.03,2.31,16.56,7.25,0.91,13.51,11.66
design_0155,1.65,0.52,3.86,nan,nan,nan,1.02,2.3,16.23,7.12,0.91,22.38,21.87
design_0156,1.46,0.42,3.98,nan,nan,nan,1.0,2.3,17.03,7.45,0.92,14.3,9.01
design_0157,1.66,0.58,4.02,nan,nan,nan,1.05,2.38,17.02,7.47,0.91,14.07,15.48
design_0158,1.46,0.42,3.71,nan,nan,nan,0.95,2.17,15.75,6.95,0.91,21.1,18.55
design_0159,1.38,0.45,3.93,nan,nan,nan,1.0,2.26,17.0,7.44,0.91,11.43,9.93
design_0160,0.98,0.51,3.09,nan,nan,nan,1.1,2.22,6.59,3.29,0.91,20.31,16.5
design_0161,1.43,0.63,3.21,nan,nan,nan,1.17,2.37,15.95,7.18,0.91,8.91,7.62
design_0162,0.99,0.43,2.68,nan,nan,nan,1.03,1.94,7.35,3.59,0.91,3.73,2.36
design_0163,1.03,0.9,3.17,nan,nan,nan,1.13,2.31,14.78,6.69,0.91,12.54,7.81
design_0164,1.37,0.5,3.07,nan,nan,nan,1.12,2.26,8.81,4.22,0.91,20.48,16.67
design_0165,1.05,0.39,3.02,nan,nan,nan,1.08,2.17,7.24,3.56,0.91,20.75,16.73
design_0166,1.06,0.38,2.92,nan,nan,nan,1.05,2.11,6.59,3.29,0.91,20.61,16.43
design_0167,0.62,0.37,3.2,nan,nan,nan,1.11,2.25,6.55,3.28,0.91,20.08,16.37
design_0168,0.63,0.36,1.01,nan,nan,nan,0.54,0.81,17.18,7.71,0.92,21.99,21.22
design_0169,0.95,0.41,1.07,nan,nan,nan,0.57,0.93,18.18,8.15,0.92,22.61,21.37
design_0170,0.6,0.47,0.99,nan,nan,nan,0.51,0.8,17.27,7.77,0.91,22.39,22.01
design_0171,0.61,0.36,1.13,nan,nan,nan,0.57,0.88,17.82,7.99,0.91,20.21,20.8
design_0172,0.94,0.43,1.24,nan,nan,nan,0.62,1.02,16.5,7.45,0.91,25.04,21.49
design_0173,0.62,0.43,1.19,nan,nan,nan,0.6,0.92,12.67,5.87,0.9,23.34,19.2
design_0174,0.57,0.31,1.11,nan,nan,nan,0.53,0.85,16.87,7.61,0.92,21.93,21.78
design_0175,0.86,0.44,0.95,nan,nan,nan,0.56,0.83,15.4,6.97,0.92,21.98,20.31
design_0176,0.49,0.5,0.88,nan,nan,nan,0.51,0.64,16.49,7.24,0.92,14.35,14.55
design_0177,0.81,0.75,4.91,nan,nan,nan,1.23,2.84,17.96,7.89,0.91,16.46,15.43
design_0178,0.89,0.77,0.81,nan,nan,nan,0.5,0.83,19.99,8.72,0.91,20.89,24.18
design_0179,0.77,0.86,1.01,nan,nan,nan,0.52,0.88,17.8,7.81,0.92,20.5,17.84
design_0180,0.56,0.57,1.04,nan,nan,nan,0.54,0.75,16.42,7.21,0.92,13.89,13.33
design_0181,0.75,0.5,1.3,nan,nan,nan,0.58,0.9,18.5,8.13,0.91,11.0,12.32
design_0182,0.97,0.76,4.81,nan,nan,nan,1.21,2.8,17.78,7.84,0.91,14.95,15.08
design_0183,0.49,0.42,0.85,nan,nan,nan,0.51,0.61,18.13,7.93,0.92,10.08,11.09
design_0184,0.56,0.38,0.95,nan,nan,nan,0.5,0.71,16.68,7.42,0.91,26.8,17.57
design_0185,0.78,0.39,0.83,nan,nan,nan,0.51,0.72,17.64,7.83,0.91,22.29,9.06
design_0186,0.94,0.49,1.29,nan,nan,nan,0.59,1.01,18.2,8.08,0.91,22.35,16.78
design_0187,0.78,0.5,0.96,nan,nan,nan,0.53,0.8,16.7,7.43,0.91,19.09,7.3
design_0188,0.96,0.33,1.23,nan,nan,nan,0.56,0.97,18.6,8.26,0.91,23.59,18.46
design_0189,0.57,0.41,0.86,nan,nan,nan,0.48,0.67,18.18,8.04,0.92,22.94,13.04
design_0190,1.16,0.53,1.12,nan,nan,nan,0.62,1.01,16.47,7.33,0.91,16.28,5.03
design_0191,0.79,0.48,1.1,nan,nan,nan,0.52,0.87,18.36,8.13,0.91,8.17,7.55
design_0192,0.57,0.58,1.03,nan,nan,nan,0.54,0.75,17.63,7.71,0.92,22.25,28.83
design_0193,0.67,0.76,1.3,nan,nan,nan,0.56,0.94,17.16,7.52,0.92,13.93,13.18
design_0194,0.7,0.57,1.39,nan,nan,nan,0.58,0.95,17.64,7.7,0.92,19.08,11.94
design_0195,0.64,0.63,0.62,nan,nan,nan,0.48,0.63,17.74,7.76,0.92,24.11,25.79
design_0196,0.49,0.61,1.71,nan,nan,nan,0.63,1.06,17.57,7.68,0.92,23.62,20.67
design_0197,0.47,0.66,1.75,nan,nan,nan,0.64,1.09,17.53,7.66,0.92,23.3,27.44
design_0198,0.64,0.76,1.47,nan,nan,nan,0.57,1.01,17.31,7.57,0.92,17.11,12.3
design_0199,0.41,0.69,0.63,nan,nan,nan,0.43,0.58,17.79,7.77,0.92,23.87,19.64
design_0200,0.94,0.44,0.97,nan,nan,nan,0.56,0.87,17.18,7.71,0.92,21.37,20.25
design_0201,0.55,0.43,1.21,nan,nan,nan,0.59,0.93,16.92,7.58,0.92,20.34,20.74
design_0202,0.83,0.46,1.05,nan,nan,nan,0.56,0.89,17.2,7.7,0.93,22.12,22.0
design_0203,0.8,0.48,1.19,nan,nan,nan,0.6,0.96,18.25,8.15,0.92,9.93,11.45
design_0204,0.77,0.54,1.14,nan,nan,nan,0.58,0.94,17.89,7.99,0.92,16.4,14.15
design_0205,0.58,0.5,1.02,nan,nan,nan,0.55,0.82,17.09,7.66,0.92,23.6,21.01
design_0206,0.88,0.37,1.01,nan,nan,nan,0.56,0.86,17.37,7.79,0.92,22.73,22.39
design_0207,0.8,0.44,1.34,nan,nan,nan,0.63,1.06,17.09,7.69,0.91,21.89,19.76
design_0208,3.19,0.94,1.68,nan,nan,nan,1.0,2.17,17.87,7.9,0.91,23.46,17.59
design_0209,1.11,0.56,1.98,nan,nan,nan,0.74,1.41,18.9,8.33,0.91,18.09,13.19
design_0210,3.23,0.9,1.91,nan,nan,nan,1.04,2.26,17.62,7.8,0.91,11.95,11.14
design_0211,3.43,1.11,2.16,nan,nan,nan,1.11,2.46,17.31,7.65,0.92,21.88,17.92
design_0212,1.31,0.56,1.55,nan,nan,nan,0.69,1.25,18.26,8.05,0.91,20.19,17.88
design_0213,0.99,0.62,1.05,nan,nan,nan,0.58,0.93,17.66,7.79,0.92,21.49,18.64
design_0214,3.0,0.61,1.84,nan,nan,nan,0.99,2.1,17.17,7.61,0.91,23.45,17.87
design_0215,0.88,0.72,1.2,nan,nan,nan,0.56,0.98,18.52,8.15,0.91,9.45,11.05
design_0216,0.8,0.65,7.75,nan,nan,nan,2.3,5.14,19.05,8.48,0.91,19.06,9.77
design_0217,0.76,0.5,1.56,nan,nan,nan,0.67,1.14,12.44,5.7,0.91,6.5,4.94
design_0218,0.75,0.65,2.23,nan,nan,nan,0.78,1.56,16.97,7.6,0.9,9.19,9.99
design_0219,0.95,0.77,2.14,nan,nan,nan,0.78,1.55,17.2,7.67,0.91,10.06,9.32
design_0220,0.63,0.57,1.63,nan,nan,nan,0.66,1.17,13.07,5.99,0.9,7.28,4.55
design_0221,0.72,0.55,7.67,nan,nan,nan,2.28,5.08,18.44,8.22,0.9,30.06,16.05
design_0222,0.77,0.59,8.99,nan,nan,nan,2.65,5.95,18.25,8.1,0.91,27.45,18.56
design_0223,1.14,0.62,9.23,nan,nan,nan,2.74,6.13,18.02,8.0,0.91,31.51,18.12
design_0224,0.55,0.5,0.74,nan,nan,nan,0.48,0.61,16.93,7.43,0.92,20.12,17.21
design_0225,0.95,1.12,2.94,nan,nan,nan,0.92,1.93,17.27,7.57,0.92,11.51,10.58
design_0226,0.57,0.64,0.89,nan,nan,nan,0.5,0.72,17.39,7.63,0.92,28.77,22.0
design_0227,0.7,0.83,3.35,nan,nan,nan,0.98,2.08,17.13,7.53,0.92,22.23,22.24
design_0228,0.57,0.62,0.95,nan,nan,nan,0.51,0.74,17.27,7.58,0.92,14.68,16.48
design_0229,0.67,1.04,3.21,nan,nan,nan,0.94,2.02,16.69,7.35,0.92,17.02,11.79
design_0230,0.86,1.03,2.84,nan,nan,nan,0.91,1.85,18.0,7.87,0.92,15.28,16.98
design_0231,0.96,1.13,3.15,nan,nan,nan,0.99,2.04,17.16,7.53,0.92,12.82,14.32
design_0232,1.19,0.53,1.42,nan,nan,nan,0.64,1.12,15.98,7.03,0.92,24.46,19.74
design_0233,1.06,0.73,1.27,nan,nan,nan,0.58,1.05,16.12,7.07,0.92,23.28,18.1
design_0234,1.16,0.55,1.5,nan,nan,nan,0.63,1.14,16.54,7.26,0.92,24.41,19.67
design_0235,1.04,0.47,1.24,nan,nan,nan,0.57,0.98,15.35,6.76,0.92,23.82,18.97
design_0236,0.9,0.58,1.33,nan,nan,nan,0.55,0.98,17.09,7.5,0.92,4.39,4.28
design_0237,0.89,0.67,1.14,nan,nan,nan,0.54,0.92,17.36,7.57,0.92,11.63,7.52
design_0238,1.19,0.66,1.26,nan,nan,nan,0.59,1.08,17.05,7.49,0.92,22.65,17.36
design_0239,1.08,0.59,1.33,nan,nan,nan,0.59,1.05,16.51,7.25,0.92,22.83,19.2
design_0240,1.37,0.32,1.55,nan,nan,nan,0.71,1.3,16.63,7.5,0.91,21.7,17.37
design_0241,0.87,0.43,4.84,nan,nan,nan,1.6,3.39,15.36,7.02,0.9,7.3,5.09
design_0242,1.42,0.39,5.48,nan,nan,nan,1.81,3.88,19.7,8.8,0.91,7.22,9.32
design_0243,1.15,0.45,3.21,nan,nan,nan,1.13,2.31,13.92,6.41,0.9,4.19,3.79
design_0244,1.15,0.67,4.14,nan,nan,nan,1.41,2.95,15.83,7.18,0.9,7.55,3.96
design_0245,1.27,0.66,5.34,nan,nan,nan,1.77,3.78,15.79,7.16,0.9,8.59,6.03
design_0246,1.65,0.65,4.82,nan,nan,nan,1.63,3.46,17.54,7.88,0.91,20.76,19.51
design_0247,1.17,0.54,1.09,nan,nan,nan,0.64,1.01,5.2,2.74,0.91,3.2,2.19
design_0248,0.78,1.0,4.3,nan,nan,nan,1.39,2.98,19.14,8.55,0.91,15.19,10.78
design_0249,0.64,0.8,0.59,nan,nan,nan,0.51,0.66,7.32,3.6,0.91,23.06,17.29
design_0250,0.69,1.14,4.54,nan,nan,nan,1.47,3.15,19.05,8.49,0.91,18.79,11.92
design_0251,1.0,0.87,0.84,nan,nan,nan,0.56,0.9,18.97,8.48,0.91,21.08,16.8
