timestamp,n_running,n_pending
1786512798.6268697,3,3
1786512804.7464907,3,3
1786512810.900943,3,3
1786512816.908208,3,3
1786512822.9895527,3,3
1786512828.9963634,3,3
1786512835.0242069,3,3
1786512841.068655,3,3
1786512847.096807,3,3
1786512853.4424717,3,3
1786512859.5198047,3,3
1786512865.8372486,3,3
1786512872.0016654,3,3
1786512878.150035,3,3
1786512884.1669967,3,3
1786512890.2222888,3,3
1786512896.2364616,3,3
1786512902.341395,3,3
1786512911.5172493,3,3
1786512917.553621,3,3
1786512923.5984147,3,3
1786512929.5784326,3,3
1786512935.6292462,3,3
1786512941.6232402,3,3
1786512947.6536589,3,3
1786512953.7149105,3,3
1786512959.769845,3,3
1786512965.8449867,3,3
1786512971.9331043,3,3
1786512977.9804504,3,3
1786512984.2804675,3,3
1786512990.4103165,3,3
1786512996.5020528,3,3
1786513002.5175335,3,3
1786513008.573873,3,3
1786513015.0119948,3,3
1786513021.042503,3,3
1786513027.1313145,3,3
1786513033.15199,3,3
1786513041.2753534,3,3
1786513047.3355293,3,3
1786513053.4584744,3,3
1786513059.44749,3,3
1786513065.4921799,3,3
1786513071.5083451,3,3
1786513077.8808563,3,3
1786513083.912831,3,3
1786513089.9442177,3,3
1786513095.9450521,3,3
1786513102.0021894,3,3
1786513108.133245,3,3
1786513114.1428952,3,3
1786513120.1881146,3,3
1786513126.2454422,3,3
1786513132.2890415,3,3
1786513138.3163095,3,3
1786513144.3409472,3,3
1786513150.331295,3,3
1786513156.342172,3,3
1786513162.3959293,3,3
1786513168.4099822,3,3
1786513174.5480628,3,3
1786513180.5346327,3,3
1786513186.578255,3,3
1786513192.604077,3,3
1786513198.6395984,3,3
1786513204.73225,3,3
1786513210.9527643,3,3
1786513216.932061,3,3
1786513222.9219015,3,3
1786513228.9398398,3,3
1786513234.992047,3,3
1786513241.0238843,3,3
1786513247.0656126,3,3
1786513253.09357,3,3
1786513259.0999098,3,3
1786513265.1674364,3,3
1786513271.1738153,3,3
1786513277.187804,3,3
1786513283.2522376,3,3
1786513289.1931698,3,3
1786513295.28865,3,3
1786513301.4006708,3,3
1786513307.4038227,3,3
1786513313.4370823,3,3
1786513319.531252,3,3
1786513325.545987,3,3
1786513331.5302594,3,3
1786513337.5215425,3,3
1786513343.5665033,3,3
1786513349.5849807,3,3
1786513355.5968976,3,3
1786513361.6270368,3,3
1786513367.66887,3,3
1786513373.7273774,3,3
1786513379.7823632,3,3
1786513385.8159158,3,3
1786513391.8346095,3,3
1786513397.8483157,3,3
1786513403.8070571,3,3
1786513409.8595884,3,3
1786513415.8614345,3,3
1786513421.8379753,3,3
1786513427.955268,3,3
1786513434.0081806,3,3
1786513440.043819,3,3
1786513446.072465,3,3
1786513452.1235058,3,3
1786513458.1388814,3,3
1786513464.1623988,3,3
1786513470.314951,3,3
1786513476.3379526,3,3
1786513482.3633695,3,3
1786513488.4040854,3,3
1786513494.4227922,3,3
1786513500.4849434,3,3
1786513506.5842273,3,3
1786513512.575844,3,3
1786513518.800842,3,3
1786513524.818797,3,3
1786513530.8260443,3,3
1786513536.826903,3,3
1786513542.8768468,3,3
1786513548.9806275,3,3
1786513555.0294626,3,3
1786513561.0684283,3,3
1786513567.2548192,3,3
1786513573.2513132,3,3
1786513579.380859,3,3
1786513585.4530258,3,3
1786513591.5163639,3,3
1786513597.6039264,3,3
1786513603.635244,3,3
1786513609.7163868,3,3
1786513615.7739842,3,3
1786513621.810934,3,3
1786513627.8742087,3,3
1786513633.8817785,3,3
1786513639.903971,3,3
1786513647.9568233,3,3
1786513654.0516722,3,3
1786513660.1984446,3,3
1786513666.2492962,3,3
1786513672.3037348,3,3
1786513678.3089597,3,3
1786513684.344066,3,3
1786513690.3649187,3,3
1786513696.3960252,3,3
1786513702.4892354,3,3
1786513708.5154321,3,3
1786513714.5971446,3,3
1786513720.6788504,3,3
1786513726.7297888,3,3
1786513732.7553997,3,3
1786513739.5203488,3,3
1786513745.6013148,3,3
1786513751.7588441,3,3
1786513757.765665,3,3
1786513763.799548,3,3
1786513769.9037294,3,3
1786513776.1497803,3,3
1786513782.2802517,3,3
1786513788.4193888,3,3
1786513794.4755495,3,3
1786513800.7362335,3,3
1786513806.7804868,3,3
1786513812.873289,3,3
1786513818.9487534,3,3
1786513825.0133293,3,3
1786513831.0472903,3,3
1786513837.1380928,3,3
1786513843.1629326,3,3
1786513849.227354,3,3
1786513855.2998018,3,3
1786513861.394961,3,3
1786513867.4132497,3,3
1786513873.7127593,3,3
1786513879.9538581,3,3
1786513886.010688,3,3
1786513892.0434313,3,3
1786513898.0519953,3,3
1786513904.341265,3,3
1786513910.5238616,3,3
1786513916.6793606,3,3
1786513922.6988342,3,3
1786513928.787471,3,3
1786513934.8203087,3,3
1786513940.8645318,3,3
1786513946.8555584,3,3
1786513952.9482489,3,3
1786513958.9806716,3,3
1786513965.0178583,3,3
1786513971.0909276,3,3
1786513977.1265595,3,3
1786513983.1322656,3,3
1786513989.2053792,3,3
1786513995.1922581,3,3
1786514001.3021398,3,3
1786514007.3006134,3,3
1786514013.3286695,3,3
1786514019.3861704,3,3
1786514025.4101665,3,3
1786514031.4525182,3,3
1786514037.4961772,3,3
1786514043.461295,3,3
1786514049.6663563,3,3
1786514056.4583616,3,3
1786514062.636303,3,3
1786514068.7043967,3,3
1786514074.9567728,3,3
1786514081.0450532,3,3
1786514087.0991354,3,3
1786514093.0591557,3,3
1786514099.086485,3,3
1786514105.1300235,3,3
1786514111.1217885,3,3
1786514117.2154589,3,3
1786514123.2598674,3,3
1786514129.2983088,3,3
1786514135.3352761,3,3
1786514141.4699743,3,3
1786514147.5383263,3,3
1786514153.5228183,3,3
1786514159.6461508,3,3
1786514165.7330673,3,3
1786514171.8432438,3,3
1786514177.8415892,3,3
1786514183.871411,3,3
1786514189.9380984,3,3
1786514195.9897974,3,3
1786514202.0781512,3,3
1786514208.160685,3,3
1786514214.2386553,3,3
1786514220.2790375,3,3
1786514226.3114324,3,3
1786514232.298698,3,3
1786514238.2933133,3,3
1786514244.2883432,3,3
1786514250.313314,3,3
1786514256.3546937,3,3
1786514262.4843009,3,3
1786514268.5017762,3,3
1786514274.5361927,3,3
1786514280.558536,3,3
1786514286.5687013,3,3
1786514292.6086547,3,3
1786514298.5758011,3,3
1786514304.6131525,3,3
1786514310.6067693,3,3
1786514316.666784,3,3
1786514322.670681,3,3
1786514328.7003765,3,3
1786514334.665957,3,3
1786514340.6744921,3,3
1786514346.6902704,3,3
1786514352.702589,3,3
1786514358.7568095,3,3
1786514364.7243423,3,3
1786514370.7662761,3,3
1786514376.7929173,3,3
1786514382.8597457,3,3
1786514388.9654224,3,3
1786514394.9840617,3,3
1786514401.04249,3,3
1786514407.272435,3,3
1786514413.5020418,3,3
1786514419.5753126,3,3
1786514425.6135507,3,3
1786514431.68233,3,3
1786514437.7630596,3,3
1786514443.8880842,3,3
1786514449.9256744,3,3
1786514455.966032,3,3
1786514462.0150998,3,3
1786514468.0754235,3,3
1786514474.124695,3,3
1786514480.2132597,3,3
1786514486.2861464,3,3
1786514492.2881021,3,3
1786514498.3434129,3,3
1786514504.367996,3,3
1786514510.467159,3,3
1786514516.4789298,3,3
1786514522.5003185,3,3
1786514528.628376,3,3
1786514534.6276736,3,3
1786514540.6160514,3,3
1786514546.6585252,3,3
1786514552.739944,3,3
1786514558.7196386,3,3
1786514564.9775257,3,3
1786514571.02356,3,3
1786514577.0310683,3,3
1786514583.0324025,3,3
1786514589.1178734,3,3
1786514595.1460009,3,3
1786514601.177433,3,3
1786514607.2233486,3,3
1786514613.262891,3,3
1786514619.2971466,3,3
1786514625.3350134,3,3
1786514631.5050268,3,3
1786514637.5529149,3,3
1786514643.5738943,3,3
1786514649.628741,3,3
1786514655.7320952,3,3
1786514661.7526155,3,3
1786514667.7695038,3,3
1786514673.7583885,3,3
1786514679.902992,3,3
1786514685.9813411,3,3
1786514692.0063853,3,3
1786514698.0452316,3,3
1786514704.0687318,3,3
1786514710.108234,3,3
1786514716.1469002,3,3
1786514722.2487555,3,3
1786514728.2758188,3,3
1786514734.3802426,3,3
1786514740.4220133,3,3
1786514746.4571667,3,3
1786514752.4723856,3,3
1786514758.510099,3,3
1786514764.5237951,3,3
1786514770.515648,3,3
1786514776.5689821,3,3
1786514782.5351536,3,3
1786514788.615075,3,3
1786514794.677564,3,3
1786514800.8002305,3,3
1786514806.9206502,3,3
1786514812.9292228,3,3
1786514818.9688768,3,3
1786514825.0444102,3,3
1786514831.067743,3,3
1786514837.0362508,3,3
1786514843.0703545,3,3
1786514849.049836,3,3
1786514855.08064,3,3
1786514861.0586686,3,3
1786514867.1871102,3,3
1786514873.1816623,3,3
1786514879.1323466,3,3
1786514885.153423,3,3
1786514891.1951067,3,3
1786514897.2077632,3,3
1786514903.1841385,3,3
1786514909.2226245,3,3
1786514915.2277763,3,3
1786514921.2488797,3,3
1786514927.2982333,3,3
1786514933.6642604,3,3
1786514939.5809648,3,3
1786514945.7072818,3,3
1786514951.7232597,3,3
1786514957.8104038,3,3
1786514963.8070598,3,3
1786514969.8280816,3,3
1786514975.8346715,3,3
1786514981.833254,3,3
1786514987.9120185,3,3
1786514993.9280486,3,3
1786514999.9917064,3,3
1786515006.4042714,3,3
1786515012.4708183,3,3
1786515018.5392108,3,3
1786515024.7243164,3,3
1786515030.8033526,3,3
1786515036.9932404,3,3
1786515043.020958,3,3
1786515048.9760303,3,3
1786515054.925956,3,3
1786515060.9577122,3,3
1786515067.0208292,3,3
1786515073.0508084,3,3
1786515079.0633707,3,3
1786515085.1465623,3,3
1786515091.3950212,3,3
1786515097.4761543,3,3
1786515103.7934592,3,3
1786515109.7884948,3,3
1786515115.8266344,3,3
1786515121.9422674,3,3
1786515127.9491627,3,3
1786515134.072379,3,3
1786515140.0794063,3,3
1786515146.0913703,3,3
1786515152.1123543,3,3
1786515158.153565,3,3
1786515164.199163,3,3
1786515170.2858937,3,3
1786515176.368775,3,3
1786515182.3862288,3,3
1786515188.3891497,3,3
1786515194.3852553,3,3
1786515200.388202,3,3
1786515206.4021528,3,3
1786515212.4015062,3,3
1786515218.3787796,3,3
1786515224.38215,3,3
1786515230.3746753,3,3
1786515236.4020388,3,3
1786515242.4386141,3,3
1786515248.4353929,3,3
1786515254.466259,3,3
1786515260.4740584,3,3
1786515266.4750936,3,3
1786515272.6788568,3,3
1786515278.716458,3,3
1786515284.8148963,3,3
1786515290.833166,3,3
1786515296.8127446,3,3
1786515302.9218838,3,3
1786515308.9246073,3,3
1786515314.9592547,3,3
1786515320.9753582,3,3
1786515326.9804678,3,3
1786515333.0169823,3,3
1786515339.038777,3,3
1786515345.0512676,3,3
1786515351.0416784,3,3
1786515356.9845953,3,3
1786515362.9989908,3,3
1786515368.9731798,3,3
1786515374.9973533,3,3
1786515380.9897277,3,3
1786515386.998379,3,3
1786515392.9598548,3,3
1786515398.945937,3,3
1786515404.9501507,3,3
1786515410.9739537,3,3
1786515416.9495957,3,3
1786515422.9493105,3,3
1786515428.959574,3,3
1786515434.9480846,3,3
1786515440.9413972,3,3
1786515446.9752002,3,3
1786515453.0634303,3,3
1786515459.026314,3,3
1786515465.0548828,3,3
1786515471.3147593,3,3
1786515477.291109,3,3
1786515483.2471032,3,3
1786515489.2809145,3,3
1786515495.2645411,3,3
1786515501.2776124,3,3
1786515507.3046546,3,3
1786515513.3980765,3,3
1786515519.454921,3,3
1786515525.498385,3,3
1786515531.6228528,3,3
1786515537.7027597,3,3
1786515543.6870325,3,3
1786515549.6748154,3,3
1786515555.664366,3,3
1786515561.5990164,3,3
1786515567.6523347,3,3
1786515573.6755378,3,3
1786515579.68539,3,3
1786515585.73369,3,3
1786515591.7195144,3,3
1786515597.6321907,3,3
1786515603.6391091,3,3
1786515609.6290708,3,3
1786515615.638629,3,3
1786515621.6678202,3,3
1786515627.666834,3,3
1786515633.7037191,3,3
1786515639.7173765,3,3
1786515645.752754,3,3
1786515651.7461457,3,3
1786515657.7474122,3,3
1786515663.8442986,3,3
1786515669.968581,3,3
1786515676.028254,3,3
1786515682.1122174,3,3
1786515688.1377165,3,3
1786515694.1623058,3,3
1786515700.202388,3,3
1786515706.2253823,3,3
1786515712.3012745,3,3
1786515718.4208333,3,3
1786515724.5123029,3,3
1786515730.5794623,3,3
1786515736.6618853,3,3
1786515742.7293377,3,3
1786515748.7130444,3,3
1786515754.7518117,3,3
1786515760.7663846,3,3
1786515766.7859814,3,3
1786515773.137755,3,3
1786515779.099878,3,3
1786515785.1488094,3,3
1786515791.1856942,3,3
1786515797.3267145,3,3
1786515803.4780006,3,3
1786515809.5147974,3,3
1786515815.5298214,3,3
1786515821.5363395,3,3
1786515827.5314207,3,3
1786515833.8764331,3,3
1786515840.0489597,3,3
1786515846.1563456,3,3
1786515852.1906383,3,3
1786515858.2476928,3,3
1786515864.3618524,3,3
1786515870.5525305,3,3
1786515876.5747285,3,3
1786515882.6627946,3,3
1786515888.7887347,3,3
1786515894.8697338,3,3
1786515901.0342507,3,3
1786515907.0829055,3,3
1786515913.2074387,3,3
1786515919.2356305,3,3
1786515925.4192452,3,3
1786515931.445197,3,3
1786515937.4931834,3,3
1786515943.6110752,3,3
1786515949.6697006,3,3
1786515955.7861638,3,3
1786515961.8303728,3,3
1786515967.8172343,3,3
1786515973.9020321,3,3
1786515979.9528952,3,3
1786515986.0078988,3,3
1786515992.0288138,3,3
1786515998.0637965,3,3
1786516004.212899,3,3
1786516010.420938,3,3
1786516016.4548433,3,3
1786516022.6244044,3,3
1786516028.7438972,3,3
1786516034.822504,3,3
1786516040.8526719,3,3
1786516046.8719609,3,3
1786516053.2665298,3,3
1786516059.5067816,3,3
1786516065.5854714,3,3
1786516071.6961498,3,3
1786516077.7186751,3,3
1786516083.9863183,3,3
1786516090.023033,3,3
1786516096.023292,3,3
1786516101.9902697,3,3
1786516108.0039625,3,3
1786516113.9911182,3,3
1786516120.0536165,3,3
1786516126.0888205,3,3
1786516132.0720766,3,3
1786516138.1093273,3,3
1786516144.4276483,3,3
1786516150.45622,3,3
1786516156.5669622,3,3
1786516162.6858118,3,3
1786516168.7664163,3,3
1786516174.8376317,3,3
1786516181.0277681,3,3
1786516187.0241647,3,3
1786516193.0601618,3,3
1786516199.063811,3,3
1786516205.0679462,3,3
1786516211.0683634,3,3
1786516217.0826259,3,3
1786516223.1324084,3,3
1786516229.1371026,3,3
1786516235.1178622,3,3
1786516241.1440806,3,3
1786516247.1254673,3,3
1786516253.1993651,3,3
1786516259.1928825,3,3
1786516265.239328,3,3
1786516271.2363174,3,3
1786516277.3253691,3,3
1786516283.3524048,3,3
1786516289.3741639,3,3
1786516295.3909416,3,3
1786516301.4616244,3,3
1786516307.4523866,3,3
1786516313.4665062,3,3
1786516319.449139,3,3
1786516325.504512,3,3
1786516331.534911,3,3
1786516337.6267745,3,3
1786516343.6250925,3,3
1786516349.5923345,3,3
1786516355.5686803,3,3
1786516361.5834076,3,3
1786516367.63461,3,3
1786516373.6094627,3,3
1786516379.6492662,3,3
1786516385.6741905,3,3
1786516391.7659252,3,3
1786516397.7626069,3,3
1786516403.775281,3,3
1786516409.7749333,3,3
1786516415.8154821,3,3
1786516422.0778222,3,3
1786516428.118946,3,3
1786516434.1229615,3,3
1786516440.1448905,3,3
1786516446.1942399,3,3
1786516452.2385685,3,3
1786516458.2301657,3,3
1786516464.2644544,3,3
1786516470.2954576,3,3
1786516476.3556056,3,3
1786516482.4337654,3,3
1786516488.491953,3,3
1786516494.582665,3,3
1786516500.5982745,3,3
1786516506.7417293,3,3
1786516512.781682,3,3
1786516518.831045,3,3
1786516524.83415,3,3
1786516530.8621697,3,3
1786516537.1843886,3,3
1786516543.1820343,3,3
1786516549.1900334,3,3
1786516555.2086096,3,3
1786516561.234932,3,3
1786516567.2184553,3,3
1786516573.4318607,3,3
1786516579.4286423,3,3
1786516585.498773,3,3
1786516591.4842708,3,3
1786516597.5392876,3,3
1786516603.4723115,3,3
1786516609.4859755,3,3
1786516615.4928255,3,3
1786516621.496419,3,3
1786516627.4812706,3,3
1786516633.4994454,3,3
1786516639.5239236,3,3
1786516645.51856,3,3
1786516651.51843,3,3
1786516657.549937,3,3
1786516663.6433072,3,3
1786516669.630884,3,3
1786516675.7770483,3,3
1786516681.7720702,3,3
1786516687.848101,3,3
1786516693.8785145,3,3
1786516699.895346,3,3
1786516705.9286554,3,3
1786516711.9547005,3,3
1786516718.0319488,3,3
1786516724.0417414,3,3
1786516730.0481024,3,3
1786516736.104083,3,3
1786516743.1241403,3,3
1786516749.1684132,3,3
1786516755.179497,3,3
1786516761.2841656,3,3
1786516767.2345955,3,3
1786516773.246826,3,3
1786516779.2710931,3,3
1786516785.2744672,3,3
1786516791.270052,3,3
1786516797.2313378,3,3
1786516803.273944,3,3
1786516809.3199656,3,3
1786516815.384241,3,3
1786516821.9028397,3,3
1786516827.8794303,3,3
1786516833.9109795,3,3
1786516839.8969746,3,3
1786516845.8997436,3,3
1786516851.8810189,3,3
1786516858.0719981,3,3
1786516864.0883677,3,3
1786516870.0888896,3,3
1786516876.4415998,3,3
1786516882.5757294,3,3
1786516888.6609216,3,3
1786516894.6642005,3,3
1786516900.7105641,3,3
1786516906.7966218,3,3
1786516912.7912834,3,3
1786516918.7959569,3,3
1786516924.8413043,3,3
1786516930.8425374,3,3
1786516936.8762836,3,3
1786516942.8705466,3,3
1786516948.8945122,3,3
1786516954.9260108,3,3
1786516960.9196045,3,3
1786516966.9725459,3,3
1786516972.9978306,3,3
1786516979.441808,3,3
1786516985.5123289,3,3
1786516991.6549702,3,3
1786516997.7810042,3,3
1786517003.79076,3,3
1786517009.8557596,3,3
1786517015.912482,3,3
1786517021.9553437,3,3
1786517027.948894,3,3
1786517033.9817386,3,3
1786517040.0515354,3,3
1786517046.106026,3,3
1786517052.1264658,3,3
1786517058.2151165,3,3
1786517064.276034,3,3
1786517070.3765104,3,3
1786517076.3933399,3,3
1786517082.326523,3,3
1786517088.380041,3,3
1786517094.4343576,3,3
1786517100.5720148,3,3
1786517106.625573,3,3
1786517112.7099528,3,3
1786517118.8409107,3,3
1786517124.9318197,3,3
1786517130.9089231,3,3
1786517136.9688635,3,3
1786517142.9759867,3,3
1786517148.9767048,3,3
1786517155.104511,3,3
1786517161.0817137,3,3
1786517167.0817213,3,3
1786517173.099104,3,3
1786517179.0952644,3,3
1786517185.0985053,3,3
1786517191.1476889,3,3
1786517197.1229134,3,3
1786517203.20256,3,3
1786517209.3038871,3,3
1786517215.3212163,3,3
1786517221.369295,3,3
1786517227.4887795,3,3
1786517233.4822376,3,3
1786517239.4490952,3,3
1786517245.5090287,3,3
1786517251.541709,3,3
1786517257.5714707,3,3
1786517263.5635529,3,3
1786517269.6102824,3,3
1786517275.63849,3,3
1786517281.8131156,3,3
1786517287.8309977,3,3
1786517293.8077643,3,3
1786517299.8451452,3,3
1786517305.8584409,3,3
1786517311.8900096,3,3
1786517317.8653946,3,3
1786517323.9328332,3,3
1786517329.9582708,3,3
1786517335.996063,3,3
1786517342.044235,3,3
1786517348.1484313,3,3
1786517354.185064,3,3
1786517360.4316967,3,3
1786517366.458677,3,3
1786517372.4851654,3,3
1786517378.5297918,3,3
1786517384.5358078,3,3
1786517390.5732627,3,3
1786517396.6812284,3,3
1786517402.766094,3,3
1786517408.7281127,3,3
1786517414.783294,3,3
1786517420.747421,3,3
1786517426.7679193,3,3
1786517432.8224182,3,3
1786517438.93329,3,3
1786517445.1360786,3,3
1786517451.1800115,3,3
1786517457.3234258,3,3
1786517463.3533192,3,3
1786517469.4144135,3,3
1786517475.438598,3,3
1786517481.495527,3,3
1786517487.5731914,3,3
1786517493.6104932,3,3
1786517499.641799,3,3
1786517505.85996,3,3
1786517511.974426,3,3
1786517517.9832735,3,3
1786517524.0375547,3,3
1786517530.0660188,3,3
1786517536.0919967,3,3
1786517542.1165664,3,3
1786517548.3330941,3,3
1786517554.4277608,3,3
1786517560.4363346,3,3
1786517566.4810932,3,3
1786517572.5222938,3,3
1786517578.5744889,3,3
1786517584.597205,3,3
1786517590.6000514,3,3
1786517596.6895146,3,3
1786517602.76906,3,3
1786517608.8254004,3,3
1786517615.0786948,3,3
1786517621.1315398,3,3
1786517627.2373075,3,3
1786517633.2812924,3,3
1786517639.378318,3,3
1786517645.4260106,3,3
1786517651.5240307,3,3
1786517657.566977,3,3
1786517663.5452127,3,3
1786517669.5646765,3,3
1786517675.6151521,3,3
1786517681.6832614,3,3
1786517687.6916478,3,3
1786517693.7108898,3,3
1786517699.7407715,3,3
1786517705.8035898,3,3
1786517711.863713,3,3
1786517717.895808,3,3
1786517723.9018753,3,3
1786517729.8949625,3,3
1786517735.9273715,3,3
1786517741.9541593,3,3
1786517747.9596124,3,3
1786517754.0061836,3,3
1786517760.0208368,3,3
1786517766.0561588,3,3
1786517772.072892,3,3
1786517778.0661845,3,3
1786517784.1489024,3,3
1786517790.1677954,3,3
1786517796.2046642,3,3
1786517802.2526336,3,3
1786517808.3012354,3,3
1786517814.3197634,3,3
1786517820.3462775,3,3
1786517826.332926,3,3
1786517832.555948,3,3
1786517838.626363,3,3
1786517844.7067623,3,3
1786517850.712066,3,3
1786517856.7599742,3,3
1786517862.7924006,3,3
1786517868.835815,3,3
1786517874.840945,3,3
1786517880.8508406,3,3
1786517886.8779132,3,3
1786517892.8977382,3,3
1786517898.9273055,3,3
1786517905.2295988,3,3
1786517911.206953,3,3
1786517917.2103767,3,3
1786517923.254588,3,3
1786517929.3132281,3,3
1786517935.3682473,3,3
1786517941.3937588,3,3
1786517947.4130766,3,3
1786517953.3763702,3,3
1786517959.3806639,3,3
1786517965.4592898,3,3
1786517971.5103056,3,3
1786517977.5493999,3,3
1786517983.521399,3,3
1786517989.5283291,3,3
1786517995.5258713,3,3
1786518001.5729606,3,3
1786518007.6027827,3,3
1786518013.6265125,3,3
1786518019.6601505,3,3
1786518025.6995535,3,3
1786518031.722572,3,3
1786518037.799288,3,3
1786518043.8512244,3,3
1786518049.8921535,3,3
1786518055.8638034,3,3
1786518061.8685193,3,3
1786518067.9207654,3,3
1786518073.9479904,3,3
1786518079.997175,3,3
1786518086.086806,3,3
1786518092.0966556,3,3
1786518098.1557117,3,3
1786518104.2036457,3,3
1786518110.2561677,3,3
1786518116.2659314,3,3
1786518122.3526049,3,3
1786518128.3995416,3,3
1786518134.472281,3,3
1786518140.540436,3,3
1786518146.5684173,3,3
1786518152.6736622,3,3
1786518158.6743407,3,3
1786518164.7622693,3,3
1786518170.8606725,3,3
1786518176.8770256,3,3
1786518183.0203857,3,3
1786518189.121259,3,3
1786518195.1603575,3,3
1786518201.160046,3,3
1786518207.1598465,3,3
1786518213.1381764,3,3
1786518219.0871654,3,3
1786518225.0849166,3,3
1786518231.127313,3,3
1786518237.1893709,3,3
1786518243.1774213,3,3
1786518249.4996738,3,3
1786518255.8523786,3,3
1786518261.9660466,3,3
1786518268.046253,3,3
1786518274.1040046,3,3
1786518280.2040412,3,3
1786518286.415773,3,3
1786518292.4986193,3,3
1786518298.8942585,3,3
1786518305.463145,3,3
1786518313.6133199,3,3
1786518319.6207056,3,3
1786518325.6050255,3,3
1786518331.6166449,3,3
1786518337.6470497,3,3
1786518343.7005339,3,3
1786518349.7704773,3,3
1786518355.8076463,3,3
1786518361.9222417,3,3
1786518367.9199433,3,3
1786518374.0569108,3,3
1786518380.160443,3,3
1786518386.120419,3,3
1786518392.1525128,3,3
1786518398.3807747,3,3
1786518404.406423,3,3
1786518410.3880095,3,3
1786518416.5735168,3,3
1786518422.5808568,3,3
1786518428.5924442,3,3
1786518434.639487,3,3
1786518440.617183,3,3
1786518446.6557906,3,3
1786518452.7361357,3,3
1786518458.739059,3,3
1786518464.814345,3,3
1786518470.9967928,3,3
1786518477.0398064,3,3
1786518483.0863137,3,3
1786518489.1533685,3,3
1786518495.288962,3,3
1786518501.448128,3,3
1786518507.5879242,3,3
1786518513.7090802,3,3
1786518519.7469857,3,3
1786518526.2198565,3,3
1786518532.41875,3,3
1786518538.5280776,3,3
1786518545.059294,3,3
1786518552.789148,3,3
1786518559.067704,3,3
1786518565.1311903,3,3
1786518571.3139842,3,3
1786518577.4676077,3,3
1786518583.5802393,3,3
1786518589.7322998,3,3
1786518595.8271906,3,3
1786518601.9527729,3,3
1786518608.0048282,3,3
1786518614.1030889,3,3
1786518620.3194826,3,3
1786518626.809091,3,3
1786518632.938811,3,3
1786518639.0989559,3,3
1786518645.2718241,3,3
1786518651.4432335,3,3
1786518657.9302363,3,3
1786518664.1699915,3,3
1786518670.3224673,3,3
1786518676.4424865,3,3
1786518683.4700103,3,3
1786518689.5671504,3,3
1786518695.684286,3,3
1786518701.8401897,3,3
1786518707.873259,3,3
1786518714.245108,3,3
1786518720.4674532,3,3
1786518726.7582104,3,3
1786518732.789036,3,3
1786518738.7965229,3,3
1786518744.7891626,3,3
1786518750.7985995,3,3
1786518757.1141627,3,3
1786518763.6794798,3,3
1786518769.7432654,3,3
1786518775.7652352,3,3
1786518781.9620173,3,3
1786518787.9702938,3,3
1786518793.9842904,3,3
1786518800.0058122,3,3
1786518806.046632,3,3
1786518812.047821,3,3
1786518818.025741,3,3
1786518824.0178757,3,3
1786518830.0760806,3,3
