tag,framework_aligned_H1_rmsd,framework_aligned_H2_rmsd,framework_aligned_H3_rmsd,framework_aligned_L1_rmsd,framework_aligned_L2_rmsd,framework_aligned_L3_rmsd,framework_aligned_antibody_rmsd,framework_aligned_cdr_rmsd,interaction_pae,pae,pred_lddt,target_aligned_antibody_rmsd,target_aligned_cdr_rmsd
design_0022,0.5,1.36,1.71,nan,nan,nan,0.63,1.23,12.38,6.9,0.87,22.28,21.26
design_0023,0.5,1.29,1.26,nan,nan,nan,0.58,1.04,11.61,6.56,0.87,23.16,21.13
design_0024,0.51,0.73,1.77,nan,nan,nan,0.65,1.23,12.54,6.72,0.89,25.33,22.67
design_0025,0.84,1.51,1.68,nan,nan,nan,0.73,1.41,16.48,8.64,0.88,29.38,11.98
design_0026,0.76,0.79,1.61,nan,nan,nan,0.64,1.19,12.3,6.62,0.89,25.1,23.17
design_0027,0.73,0.73,1.61,nan,nan,nan,0.63,1.17,15.26,7.96,0.9,33.93,17.21
design_0028,0.66,0.66,1.62,nan,nan,nan,0.62,1.15,12.64,6.77,0.89,25.27,22.2
design_0029,0.76,0.79,1.54,nan,nan,nan,0.63,1.15,15.57,8.13,0.89,41.81,16.34
design_0030,0.46,0.73,1.49,nan,nan,nan,0.6,1.06,11.36,6.22,0.88,2.71,2.17
design_0031,0.65,1.52,1.42,nan,nan,nan,0.65,1.26,10.72,5.99,0.88,3.05,2.04
design_0032,0.98,0.75,0.84,nan,nan,nan,0.54,0.86,14.95,7.9,0.89,14.46,16.46
design_0033,0.53,0.63,1.06,nan,nan,nan,0.51,0.85,15.88,8.21,0.9,21.31,22.37
design_0034,0.81,0.43,0.79,nan,nan,nan,0.49,0.73,14.91,7.77,0.9,11.8,11.87
design_0035,0.89,0.6,1.19,nan,nan,nan,0.57,1.0,14.82,7.74,0.9,22.83,20.35
design_0036,0.89,0.49,1.33,nan,nan,nan,0.61,1.06,15.27,8.02,0.89,11.48,11.59
design_0037,0.63,0.71,0.96,nan,nan,nan,0.51,0.82,14.81,7.72,0.9,22.86,18.85
design_0038,0.88,0.59,0.86,nan,nan,nan,0.51,0.81,14.88,7.78,0.9,21.92,22.19
design_0039,0.62,0.39,0.95,nan,nan,nan,0.49,0.76,15.6,8.08,0.9,21.67,12.79
design_0040,0.98,0.9,0.9,nan,nan,nan,0.58,0.93,6.87,4.29,0.87,3.99,4.44
design_0041,0.74,1.01,1.43,nan,nan,nan,0.62,1.08,6.82,4.39,0.86,5.02,6.31
design_0042,0.48,0.96,1.25,nan,nan,nan,0.55,0.93,12.68,6.84,0.89,5.35,3.58
design_0043,0.63,1.12,1.45,nan,nan,nan,0.59,1.1,11.71,6.43,0.88,23.76,21.43
design_0044,0.67,1.11,1.86,nan,nan,nan,0.68,1.28,8.37,5.04,0.86,3.98,3.57
design_0045,0.64,0.94,1.39,nan,nan,nan,0.59,1.02,9.17,5.36,0.87,2.71,1.7
design_0046,0.4,1.14,0.86,nan,nan,nan,0.5,0.84,10.63,5.85,0.89,2.94,2.46
design_0047,0.83,0.98,0.74,nan,nan,nan,0.53,0.85,9.21,5.32,0.87,3.98,2.56
design_0048,0.54,2.53,1.21,nan,nan,nan,0.77,1.58,14.17,7.42,0.9,7.84,8.15
design_0049,0.53,2.53,1.39,nan,nan,nan,0.79,1.63,14.42,7.57,0.9,11.67,11.08
design_0050,0.49,2.45,1.05,nan,nan,nan,0.73,1.49,14.59,7.66,0.9,7.22,8.03
design_0051,0.82,2.56,1.09,nan,nan,nan,0.77,1.6,14.61,7.63,0.9,12.35,7.35
design_0052,0.5,2.49,1.31,nan,nan,nan,0.78,1.58,14.22,7.49,0.9,4.04,4.27
design_0053,0.34,2.52,1.14,nan,nan,nan,0.77,1.53,13.91,7.33,0.9,3.97,3.73
design_0054,0.54,2.46,1.34,nan,nan,nan,0.79,1.59,13.15,6.99,0.89,13.03,10.52
design_0055,0.65,2.44,1.21,nan,nan,nan,0.75,1.55,13.13,6.97,0.89,11.19,9.22
design_0056,0.78,0.85,1.91,nan,nan,nan,0.61,1.22,6.91,4.35,0.87,22.92,23.77
design_0057,0.74,0.78,1.92,nan,nan,nan,0.6,1.2,12.93,7.2,0.87,17.59,13.15
design_0058,0.83,0.84,2.32,nan,nan,nan,0.67,1.41,11.69,6.57,0.87,23.74,21.24
design_0059,0.84,0.89,1.1,nan,nan,nan,0.53,0.94,10.46,6.02,0.87,22.09,23.05
design_0060,0.79,0.74,2.33,nan,nan,nan,0.66,1.39,11.71,6.6,0.87,12.78,11.65
design_0061,0.81,0.69,2.44,nan,nan,nan,0.68,1.44,12.01,6.78,0.87,10.64,11.24
design_0062,0.75,0.83,2.51,nan,nan,nan,0.69,1.48,9.7,5.65,0.87,22.68,23.68
design_0063,0.9,0.86,2.11,nan,nan,nan,0.67,1.34,9.0,5.24,0.87,22.29,23.94
design_0064,0.43,0.58,0.95,nan,nan,nan,0.47,0.7,6.12,3.93,0.87,1.38,0.87
design_0065,0.36,0.67,0.76,nan,nan,nan,0.45,0.62,5.27,3.42,0.88,3.14,2.87
design_0066,0.56,0.49,1.75,nan,nan,nan,0.58,1.12,10.2,5.84,0.87,2.79,3.16
design_0067,0.89,0.61,2.03,nan,nan,nan,0.69,1.35,8.69,5.12,0.87,4.42,5.55
design_0068,0.43,0.26,0.98,nan,nan,nan,0.45,0.65,9.59,5.64,0.87,2.1,2.04
design_0069,0.86,0.54,2.05,nan,nan,nan,0.7,1.35,7.91,4.82,0.86,3.22,4.13
design_0070,0.61,0.96,1.57,nan,nan,nan,0.59,1.12,12.49,6.91,0.87,2.26,1.7
design_0071,0.4,0.4,0.61,nan,nan,nan,0.4,0.48,7.38,4.47,0.87,1.65,1.36
design_0072,0.53,0.98,2.21,nan,nan,nan,0.78,1.57,9.2,5.44,0.87,11.55,10.1
design_0073,0.77,1.04,2.2,nan,nan,nan,0.8,1.6,10.15,5.95,0.86,11.51,10.23
design_0074,0.59,0.9,2.47,nan,nan,nan,0.85,1.72,10.94,6.29,0.86,11.14,10.15
design_0075,0.75,1.0,2.31,nan,nan,nan,0.82,1.66,10.09,5.89,0.87,11.45,10.21
design_0076,0.53,0.91,1.02,nan,nan,nan,0.53,0.87,10.09,5.89,0.86,7.28,6.74
design_0077,0.56,0.99,2.47,nan,nan,nan,0.85,1.73,5.33,3.73,0.87,13.61,11.39
design_0078,0.79,0.91,2.46,nan,nan,nan,0.86,1.74,10.24,6.0,0.86,11.61,10.18
design_0079,0.61,0.96,2.52,nan,nan,nan,0.86,1.76,5.81,4.02,0.87,13.66,11.55
design_0080,0.61,1.45,1.16,nan,nan,nan,0.59,1.1,9.49,5.57,0.87,6.9,5.4
design_0081,0.61,1.43,1.49,nan,nan,nan,0.61,1.2,12.95,7.13,0.88,21.09,17.8
design_0082,0.71,1.29,1.41,nan,nan,nan,0.59,1.14,11.63,6.54,0.87,8.94,8.02
design_0083,0.71,1.18,1.47,nan,nan,nan,0.59,1.12,12.95,7.12,0.87,19.57,12.22
design_0084,0.65,1.3,2.68,nan,nan,nan,0.77,1.65,4.37,3.15,0.89,17.77,16.24
design_0085,0.53,1.5,1.38,nan,nan,nan,0.6,1.18,12.94,7.12,0.88,17.98,16.7
design_0086,0.58,1.42,1.5,nan,nan,nan,0.61,1.19,12.47,6.89,0.87,20.02,18.26
design_0087,0.9,1.13,1.7,nan,nan,nan,0.64,1.24,12.94,7.13,0.88,18.88,11.24
design_0088,0.38,0.9,0.68,nan,nan,nan,0.49,0.68,16.07,8.24,0.9,8.5,9.18
design_0089,0.55,0.82,0.62,nan,nan,nan,0.47,0.66,16.37,8.37,0.91,14.39,12.89
design_0090,0.47,0.86,0.71,nan,nan,nan,0.48,0.69,15.48,7.98,0.9,20.06,19.78
design_0091,0.53,0.89,0.63,nan,nan,nan,0.47,0.68,16.51,8.41,0.91,16.51,13.6
design_0092,0.54,0.69,0.69,nan,nan,nan,0.47,0.65,15.66,8.13,0.9,7.05,6.26
design_0093,0.85,0.81,0.57,nan,nan,nan,0.49,0.71,14.02,7.4,0.89,12.47,10.1
design_0094,0.62,0.8,0.7,nan,nan,nan,0.5,0.7,18.02,9.13,0.9,8.73,3.68
design_0095,0.47,0.89,0.69,nan,nan,nan,0.5,0.69,16.62,8.44,0.91,19.87,17.19
design_0096,0.56,0.61,3.07,nan,nan,nan,1.06,2.17,17.43,9.26,0.88,14.57,11.87
design_0097,0.45,0.52,1.95,nan,nan,nan,0.74,1.4,11.65,6.44,0.88,14.68,11.7
design_0098,0.67,0.66,2.69,nan,nan,nan,0.96,1.92,13.17,7.3,0.87,17.76,19.65
design_0099,0.64,0.48,3.23,nan,nan,nan,1.11,2.28,16.69,8.83,0.88,28.75,15.2
design_0100,0.48,0.65,1.91,nan,nan,nan,0.75,1.39,12.08,6.74,0.88,14.0,11.95
design_0101,0.49,0.63,2.0,nan,nan,nan,0.77,1.44,12.15,6.82,0.87,20.6,21.63
design_0102,0.5,0.68,1.81,nan,nan,nan,0.72,1.33,11.89,6.63,0.88,20.59,21.45
design_0103,0.57,0.66,2.12,nan,nan,nan,0.8,1.53,12.73,7.12,0.87,19.76,20.2
design_0104,0.5,0.63,0.67,nan,nan,nan,0.45,0.62,15.91,8.24,0.9,20.21,19.23
design_0105,0.88,0.56,0.56,nan,nan,nan,0.45,0.66,13.49,7.23,0.88,21.57,15.26
design_0106,0.65,0.62,0.74,nan,nan,nan,0.47,0.69,14.57,7.59,0.9,15.32,11.8
design_0107,0.53,0.59,0.73,nan,nan,nan,0.46,0.65,15.38,8.0,0.9,10.34,10.43
design_0108,0.73,0.66,0.69,nan,nan,nan,0.47,0.69,16.1,8.28,0.9,13.45,13.45
design_0109,0.59,0.71,0.64,nan,nan,nan,0.46,0.65,16.3,8.46,0.89,20.06,12.35
design_0110,0.55,0.58,0.65,nan,nan,nan,0.45,0.61,15.69,8.16,0.89,19.11,20.43
design_0111,0.53,0.58,0.64,nan,nan,nan,0.45,0.6,14.79,7.73,0.9,13.69,10.6
design_0112,1.0,0.71,1.01,nan,nan,nan,0.56,0.92,8.57,4.95,0.88,3.21,2.45
design_0113,0.49,0.45,0.86,nan,nan,nan,0.43,0.63,12.78,6.98,0.88,2.54,2.91
design_0114,0.61,0.89,1.44,nan,nan,nan,0.56,1.05,12.81,7.02,0.88,2.1,1.72
design_0115,0.46,0.58,1.32,nan,nan,nan,0.49,0.88,12.92,7.02,0.88,3.27,3.49
design_0116,0.79,0.62,1.77,nan,nan,nan,0.63,1.2,8.38,5.02,0.86,2.98,3.84
design_0117,0.41,0.7,0.87,nan,nan,nan,0.44,0.69,4.81,3.27,0.88,1.33,1.1
design_0118,0.43,0.55,0.98,nan,nan,nan,0.45,0.7,11.38,6.28,0.88,2.29,2.17
design_0119,0.98,0.67,1.09,nan,nan,nan,0.58,0.94,8.27,4.74,0.88,4.28,5.19
design_0120,0.51,0.59,5.06,nan,nan,nan,1.53,3.36,14.11,7.68,0.87,5.16,5.06
design_0121,0.49,0.46,6.34,nan,nan,nan,1.89,4.2,14.55,7.89,0.88,10.36,11.27
design_0122,0.48,0.73,2.21,nan,nan,nan,0.76,1.53,12.64,6.93,0.88,3.72,2.95
design_0123,0.52,0.56,5.91,nan,nan,nan,1.77,3.92,14.36,7.75,0.88,18.33,15.14
design_0124,0.49,0.59,3.83,nan,nan,nan,1.19,2.56,12.85,7.16,0.87,18.53,18.37
design_0125,0.59,0.77,1.45,nan,nan,nan,0.6,1.09,13.82,7.59,0.87,19.07,16.62
design_0126,0.56,0.55,6.4,nan,nan,nan,1.91,4.24,13.51,7.44,0.87,14.32,15.67
design_0127,0.44,0.81,2.11,nan,nan,nan,0.74,1.47,13.16,7.2,0.88,13.13,13.06
design_0128,0.83,0.63,0.73,nan,nan,nan,0.49,0.74,15.39,7.92,0.9,21.51,23.14
design_0129,1.01,0.83,0.77,nan,nan,nan,0.53,0.86,15.84,8.21,0.9,16.45,15.21
design_0130,1.01,0.68,0.69,nan,nan,nan,0.51,0.79,14.39,7.5,0.9,22.51,24.06
design_0131,0.75,0.88,0.63,nan,nan,nan,0.49,0.73,16.32,8.37,0.9,19.23,20.45
design_0132,0.91,0.73,0.84,nan,nan,nan,0.53,0.84,15.16,7.96,0.89,10.92,14.37
design_0133,0.87,0.71,0.65,nan,nan,nan,0.5,0.73,14.75,7.66,0.9,22.71,25.07
design_0134,0.91,0.79,0.71,nan,nan,nan,0.51,0.79,15.73,8.1,0.9,16.41,18.2
design_0135,0.81,0.69,0.8,nan,nan,nan,0.51,0.78,14.87,7.82,0.89,21.32,23.04
design_0136,0.94,0.53,1.88,nan,nan,nan,0.68,1.31,15.55,8.13,0.9,28.89,19.09
design_0137,0.6,0.52,1.55,nan,nan,nan,0.59,1.06,9.35,5.33,0.87,3.76,4.36
design_0138,0.64,0.69,1.86,nan,nan,nan,0.64,1.26,12.52,6.74,0.88,25.23,14.0
design_0139,0.63,0.47,1.74,nan,nan,nan,0.6,1.16,13.88,7.33,0.89,21.49,20.01
design_0140,0.7,0.54,1.52,nan,nan,nan,0.55,1.06,15.07,7.9,0.9,14.88,14.34
design_0141,0.56,0.63,1.81,nan,nan,nan,0.61,1.21,15.11,7.88,0.9,34.67,18.34
design_0142,0.58,0.58,1.2,nan,nan,nan,0.53,0.87,5.08,3.42,0.88,2.23,1.99
design_0143,0.76,0.63,2.12,nan,nan,nan,0.69,1.42,16.14,8.45,0.88,27.78,10.32
design_0144,0.44,0.75,0.92,nan,nan,nan,0.46,0.73,12.33,6.6,0.9,2.23,2.49
design_0145,0.28,0.81,0.92,nan,nan,nan,0.48,0.72,11.12,6.06,0.89,2.3,2.4
design_0146,0.55,0.83,1.47,nan,nan,nan,0.55,1.03,15.09,8.0,0.89,22.93,15.83
design_0147,0.22,0.77,0.7,nan,nan,nan,0.44,0.61,11.21,6.09,0.89,1.61,1.94
design_0148,0.24,0.79,0.85,nan,nan,nan,0.48,0.68,7.39,4.38,0.88,1.74,1.75
design_0149,0.65,1.24,1.91,nan,nan,nan,0.68,1.37,14.63,7.74,0.89,16.29,10.4
design_0150,0.35,0.72,1.12,nan,nan,nan,0.48,0.8,14.8,7.76,0.9,16.23,6.86
design_0151,0.45,0.83,1.24,nan,nan,nan,0.52,0.9,13.47,7.17,0.9,2.52,3.09
design_0152,0.49,0.79,0.99,nan,nan,nan,0.51,0.79,13.38,7.11,0.9,12.84,13.48
design_0153,0.52,0.78,1.1,nan,nan,nan,0.5,0.85,15.41,7.99,0.9,23.81,14.53
design_0154,0.68,0.75,1.49,nan,nan,nan,0.6,1.08,14.51,7.64,0.89,34.47,13.49
design_0155,0.42,0.73,0.76,nan,nan,nan,0.45,0.66,10.99,6.01,0.89,3.71,2.79
design_0156,0.42,0.66,0.53,nan,nan,nan,0.42,0.54,6.07,3.8,0.88,3.27,2.09
design_0157,0.46,0.8,1.15,nan,nan,nan,0.51,0.87,12.37,6.6,0.89,24.03,24.3
design_0158,0.6,0.81,1.27,nan,nan,nan,0.54,0.96,15.14,7.92,0.9,25.16,11.7
design_0159,0.36,0.81,0.78,nan,nan,nan,0.47,0.68,9.51,5.34,0.88,3.87,2.68
design_0160,0.69,0.67,0.7,nan,nan,nan,0.48,0.69,11.33,6.12,0.89,4.56,4.0
design_0161,0.84,0.91,0.57,nan,nan,nan,0.5,0.75,3.08,2.39,0.91,2.36,1.51
design_0162,0.79,0.82,0.51,nan,nan,nan,0.48,0.69,3.11,2.41,0.91,2.0,1.35
design_0163,0.74,0.88,0.53,nan,nan,nan,0.48,0.69,3.05,2.36,0.91,2.06,1.06
design_0164,0.61,0.8,0.58,nan,nan,nan,0.47,0.65,3.35,2.47,0.91,2.24,1.65
design_0165,0.88,0.85,0.51,nan,nan,nan,0.5,0.72,2.98,2.36,0.91,1.66,1.18
design_0166,0.82,0.86,0.55,nan,nan,nan,0.5,0.72,3.21,2.46,0.91,2.0,1.21
design_0167,0.7,0.74,0.73,nan,nan,nan,0.49,0.72,15.13,7.99,0.89,17.35,12.74
design_0168,0.9,0.73,1.42,nan,nan,nan,0.6,1.07,15.27,8.16,0.88,29.86,16.16
design_0169,0.78,0.95,1.49,nan,nan,nan,0.63,1.12,13.41,7.19,0.88,25.3,18.13
design_0170,0.37,1.19,1.75,nan,nan,nan,0.66,1.24,11.55,6.38,0.89,3.47,4.21
design_0171,0.71,0.99,1.5,nan,nan,nan,0.61,1.12,13.8,7.29,0.9,24.34,17.84
design_0172,0.71,0.91,1.17,nan,nan,nan,0.59,0.95,13.61,7.25,0.89,11.54,7.9
design_0173,0.56,0.98,0.91,nan,nan,nan,0.54,0.83,14.08,7.44,0.89,20.0,19.64
design_0174,0.7,0.92,1.36,nan,nan,nan,0.58,1.04,13.96,7.42,0.89,13.01,8.14
design_0175,0.71,0.94,1.07,nan,nan,nan,0.57,0.92,12.92,6.9,0.89,6.59,5.22
design_0176,0.57,0.84,1.48,nan,nan,nan,0.6,1.07,14.21,7.47,0.89,22.19,20.93
design_0177,0.66,0.73,1.22,nan,nan,nan,0.53,0.93,15.81,8.27,0.89,15.08,13.0
design_0178,0.55,0.8,1.54,nan,nan,nan,0.61,1.09,14.12,7.43,0.9,16.28,13.08
design_0179,0.75,0.77,1.61,nan,nan,nan,0.63,1.16,14.39,7.56,0.9,16.77,15.05
design_0180,0.62,0.89,1.76,nan,nan,nan,0.64,1.24,11.93,6.44,0.89,12.23,8.22
design_0181,0.64,0.86,1.57,nan,nan,nan,0.62,1.14,14.62,7.7,0.89,17.36,19.35
design_0182,0.64,0.93,1.53,nan,nan,nan,0.62,1.13,14.42,7.55,0.9,14.52,13.73
design_0183,0.66,0.63,1.43,nan,nan,nan,0.58,1.02,16.08,8.38,0.89,17.03,8.27
design_0184,0.64,0.6,0.68,nan,nan,nan,0.46,0.65,16.43,8.44,0.9,15.0,12.77
design_0185,0.68,0.57,0.61,nan,nan,nan,0.44,0.62,16.7,8.58,0.9,18.21,12.93
design_0186,0.58,0.55,0.83,nan,nan,nan,0.49,0.71,16.14,8.31,0.9,21.12,20.45
design_0187,0.62,0.65,0.76,nan,nan,nan,0.47,0.7,16.24,8.37,0.9,21.0,21.31
design_0188,0.62,0.57,0.61,nan,nan,nan,0.45,0.6,12.81,6.86,0.88,12.55,8.91
design_0189,0.55,0.51,0.71,nan,nan,nan,0.44,0.63,15.92,8.23,0.89,14.53,15.36
design_0190,0.64,0.61,0.84,nan,nan,nan,0.49,0.74,15.7,8.14,0.9,8.42,7.89
design_0191,0.6,0.62,0.76,nan,nan,nan,0.48,0.69,15.7,8.1,0.9,22.09,24.96
design_0192,0.43,0.78,1.23,nan,nan,nan,0.56,0.93,10.9,6.15,0.88,13.73,6.54
design_0193,0.42,0.78,1.55,nan,nan,nan,0.63,1.12,11.41,6.38,0.87,15.94,11.93
design_0194,0.5,0.88,1.66,nan,nan,nan,0.67,1.21,13.63,7.51,0.87,14.97,9.72
design_0195,0.45,0.73,1.71,nan,nan,nan,0.66,1.22,13.96,7.61,0.88,13.99,7.26
design_0196,0.46,0.83,1.67,nan,nan,nan,0.67,1.21,14.07,7.69,0.87,14.49,7.97
design_0197,0.45,0.78,2.27,nan,nan,nan,0.79,1.57,12.65,6.98,0.87,19.88,22.05
design_0198,0.52,0.84,1.49,nan,nan,nan,0.64,1.11,13.05,7.27,0.87,12.88,5.96
design_0199,0.43,0.78,1.69,nan,nan,nan,0.67,1.21,13.75,7.48,0.88,12.97,5.69
design_0200,0.46,0.68,1.15,nan,nan,nan,0.55,0.9,11.37,6.34,0.88,16.19,14.92
design_0201,0.52,0.49,1.8,nan,nan,nan,0.72,1.3,13.46,7.47,0.86,8.41,6.97
design_0202,0.5,0.74,1.32,nan,nan,nan,0.61,1.02,13.06,7.22,0.87,16.17,13.97
design_0203,0.52,0.65,1.52,nan,nan,nan,0.65,1.14,12.67,7.16,0.86,12.36,9.98
design_0204,0.57,0.68,1.83,nan,nan,nan,0.73,1.34,14.48,8.1,0.85,14.09,12.9
design_0205,0.41,0.68,1.04,nan,nan,nan,0.54,0.83,11.29,6.31,0.88,9.98,8.68
design_0206,0.51,0.69,1.83,nan,nan,nan,0.74,1.34,12.33,6.92,0.87,15.17,13.99
design_0207,0.6,0.84,1.18,nan,nan,nan,0.58,0.97,11.01,6.3,0.87,17.08,15.39
design_0208,0.65,0.62,1.56,nan,nan,nan,0.64,1.15,11.05,6.13,0.88,2.96,3.12
design_0209,0.71,0.5,6.8,nan,nan,nan,2.11,4.63,12.99,7.31,0.88,5.76,7.58
design_0210,0.47,0.64,1.48,nan,nan,nan,0.61,1.08,14.75,7.81,0.89,1.68,1.14
design_0211,0.7,0.5,4.9,nan,nan,nan,1.55,3.35,11.76,6.83,0.86,2.27,3.89
design_0212,0.58,0.6,1.54,nan,nan,nan,0.62,1.13,13.75,7.46,0.88,5.41,4.87
design_0213,0.58,0.57,1.45,nan,nan,nan,0.6,1.07,13.35,7.28,0.88,5.97,6.63
design_0214,0.75,0.55,1.28,nan,nan,nan,0.59,1.0,14.76,7.96,0.88,21.86,20.73
design_0215,0.69,0.39,6.03,nan,nan,nan,1.88,4.1,13.09,7.36,0.87,3.85,6.08
design_0216,0.89,0.65,0.96,nan,nan,nan,0.48,0.85,15.04,7.98,0.89,31.79,15.76
design_0217,0.73,0.68,1.94,nan,nan,nan,0.63,1.28,12.6,6.79,0.89,22.8,21.08
design_0218,0.63,0.77,0.81,nan,nan,nan,0.46,0.74,14.05,7.4,0.9,19.77,11.8
design_0219,0.86,0.63,1.34,nan,nan,nan,0.55,1.0,13.71,7.38,0.88,21.8,10.21
design_0220,0.58,0.66,1.44,nan,nan,nan,0.55,0.99,13.46,7.19,0.89,4.31,4.32
design_0221,0.61,0.71,0.71,nan,nan,nan,0.46,0.68,12.73,6.83,0.89,23.59,23.24
design_0222,0.52,0.65,0.68,nan,nan,nan,0.43,0.62,10.73,5.95,0.88,4.7,5.44
design_0223,0.72,0.63,1.09,nan,nan,nan,0.5,0.85,15.67,8.22,0.9,34.87,12.95
design_0224,0.4,0.72,1.75,nan,nan,nan,0.65,1.2,15.63,8.12,0.89,39.24,15.46
design_0225,0.53,0.73,1.96,nan,nan,nan,0.71,1.34,4.44,3.12,0.88,3.87,2.01
design_0226,1.39,0.38,1.39,nan,nan,nan,0.63,1.2,14.87,7.74,0.9,10.0,5.96
design_0227,1.0,0.66,1.88,nan,nan,nan,0.7,1.37,4.77,3.28,0.88,3.96,1.99
design_0228,1.29,0.8,2.27,nan,nan,nan,0.83,1.68,4.54,3.13,0.88,3.8,2.27
design_0229,1.28,0.58,2.13,nan,nan,nan,0.77,1.57,5.78,3.73,0.88,3.67,2.33
design_0230,0.44,0.44,1.73,nan,nan,nan,0.6,1.16,15.83,8.21,0.9,34.1,16.93
design_0231,1.1,0.41,1.88,nan,nan,nan,0.69,1.37,6.23,3.91,0.88,3.14,2.28
design_0232,0.55,1.31,0.93,nan,nan,nan,0.53,0.96,12.51,6.7,0.89,22.09,22.47
design_0233,0.56,0.99,0.83,nan,nan,nan,0.48,0.81,14.07,7.43,0.9,20.95,20.87
design_0234,0.81,1.07,0.59,nan,nan,nan,0.51,0.83,5.63,3.68,0.88,5.89,3.1
design_0235,0.7,0.77,1.05,nan,nan,nan,0.51,0.87,16.07,8.45,0.88,26.52,14.12
design_0236,0.86,0.73,1.19,nan,nan,nan,0.53,0.97,14.41,7.67,0.89,20.36,15.04
design_0237,0.52,0.5,1.0,nan,nan,nan,0.44,0.74,14.88,7.89,0.89,22.44,20.63
design_0238,0.53,1.03,0.98,nan,nan,nan,0.52,0.87,9.26,5.29,0.88,5.5,2.79
design_0239,0.6,1.9,0.66,nan,nan,nan,0.62,1.15,4.86,3.38,0.88,4.55,2.0
design_0240,0.82,0.56,0.84,nan,nan,nan,0.52,0.78,13.88,7.34,0.9,18.1,19.1
design_0241,0.94,0.8,0.85,nan,nan,nan,0.56,0.87,15.27,7.93,0.9,13.85,13.76
design_0242,0.63,0.66,0.83,nan,nan,nan,0.51,0.74,15.56,7.99,0.91,20.13,17.58
design_0243,0.6,0.71,0.74,nan,nan,nan,0.5,0.7,15.34,7.91,0.9,16.97,17.47
design_0244,0.92,0.74,0.85,nan,nan,nan,0.56,0.85,15.76,8.11,0.91,14.2,13.05
design_0245,0.68,0.75,0.74,nan,nan,nan,0.51,0.73,14.9,7.76,0.9,13.49,13.07
design_0246,0.95,0.78,0.82,nan,nan,nan,0.55,0.85,15.54,8.15,0.89,19.17,15.55
design_0247,0.8,0.65,0.82,nan,nan,nan,0.53,0.78,15.18,7.91,0.9,17.63,17.55
design_0248,0.69,0.95,0.99,nan,nan,nan,0.56,0.88,12.87,6.9,0.88,21.52,14.06
design_0249,0.65,0.68,0.94,nan,nan,nan,0.53,0.76,6.23,3.96,0.87,5.13,6.32
design_0250,0.74,0.75,0.74,nan,nan,nan,0.52,0.74,6.2,3.92,0.87,5.36,6.4
design_0251,0.62,0.72,0.92,nan,nan,nan,0.53,0.76,6.28,3.96,0.88,3.6,3.63
